,Image ID,Length [nm],Mean per image,Confidence score,Average [nm],Standard Deviation [nm],Number Counted,Standard Error of Mean [nm],Number Density [nm^-2]
49,0,15.7,,0.309,,,,,
50,0,17.5,,0.294,,,,,
51,0,15.6,,0.292,,,,,
52,0,13.3,,0.288,,,,,
53,0,15.7,,0.282,,,,,
54,0,14.2,,0.271,,,,,
55,0,14.4,,0.269,,,,,
56,1,14.5,,0.703,,,,,
57,1,18.4,,0.669,,,,,
58,1,29.2,,0.626,,,,,
59,1,55.4,,0.624,,,,,
60,1,15.8,,0.566,,,,,
61,1,20.9,,0.523,,,,,
62,1,13.8,,0.509,,,,,
63,1,41.7,,0.505,,,,,
64,1,18.3,,0.492,,,,,
65,1,12.7,,0.492,,,,,
66,1,18.0,,0.488,,,,,
67,1,20.2,,0.479,,,,,
68,1,15.7,,0.469,,,,,
69,1,13.8,,0.467,,,,,
70,1,18.0,,0.456,,,,,
71,1,14.2,,0.439,,,,,
72,1,16.3,,0.431,,,,,
73,1,14.3,,0.428,,,,,
74,1,13.9,,0.419,,,,,
75,1,16.6,,0.417,,,,,
76,1,14.7,,0.415,,,,,
77,1,15.0,,0.409,,,,,
78,1,17.0,,0.396,,,,,
79,1,21.7,,0.388,,,,,
80,1,20.0,,0.386,,,,,
81,1,23.3,,0.378,,,,,
82,1,22.9,,0.373,,,,,
83,1,19.9,,0.367,,,,,
84,1,19.9,,0.359,,,,,
85,1,16.7,,0.353,,,,,
86,1,17.1,,0.348,,,,,
87,1,15.1,,0.348,,,,,
88,1,13.1,,0.347,,,,,
89,1,19.7,,0.341,,,,,
90,1,28.6,,0.326,,,,,
91,1,15.7,,0.325,,,,,
92,1,17.7,,0.319,,,,,
93,1,24.8,,0.304,,,,,
94,1,19.6,,0.279,,,,,
95,1,14.2,,0.278,,,,,
96,1,17.0,,0.275,,,,,
97,1,15.4,,0.274,,,,,
98,1,28.5,,0.265,,,,,
99,2,28.2,,0.628,,,,,
100,2,33.7,,0.615,,,,,
101,2,18.3,,0.599,,,,,
102,2,13.8,,0.597,,,,,
103,2,46.3,,0.593,,,,,
104,2,22.2,,0.585,,,,,
105,2,18.0,,0.554,,,,,
106,2,24.4,,0.549,,,,,
107,2,16.5,,0.533,,,,,
108,2,18.1,,0.517,,,,,
109,2,15.9,,0.501,,,,,
110,2,11.4,,0.492,,,,,
111,2,17.0,,0.482,,,,,
112,2,46.9,,0.475,,,,,
113,2,31.3,,0.464,,,,,
114,2,20.2,,0.46,,,,,
115,2,27.9,,0.458,,,,,
116,2,19.9,,0.443,,,,,
117,2,23.4,,0.442,,,,,
118,2,13.2,,0.438,,,,,
119,2,16.9,,0.438,,,,,
120,2,21.2,,0.419,,,,,
121,2,34.4,,0.414,,,,,
122,2,15.8,,0.411,,,,,
123,2,18.9,,0.41,,,,,
124,2,20.1,,0.405,,,,,
125,2,18.1,,0.4,,,,,
126,2,20.2,,0.398,,,,,
127,2,12.5,,0.391,,,,,
128,2,88.9,,0.366,,,,,
129,2,19.0,,0.363,,,,,
130,2,23.3,,0.349,,,,,
131,2,15.2,,0.346,,,,,
132,2,48.6,,0.333,,,,,
133,2,13.4,,0.33,,,,,
134,2,18.1,,0.327,,,,,
135,2,54.7,,0.326,,,,,
136,2,29.9,,0.322,,,,,
137,2,30.4,,0.322,,,,,
138,2,20.1,,0.319,,,,,
139,2,19.0,,0.312,,,,,
140,2,17.7,,0.31,,,,,
141,2,24.0,,0.305,,,,,
142,2,12.9,,0.304,,,,,
143,2,9.4,,0.302,,,,,
144,2,26.5,,0.302,,,,,
145,2,24.2,,0.293,,,,,
146,2,15.8,,0.283,,,,,
147,2,20.9,,0.271,,,,,
148,3,15.0,,0.744,,,,,
149,3,18.6,,0.718,,,,,
150,3,21.9,,0.711,,,,,
151,3,17.6,,0.675,,,,,
152,3,18.4,,0.659,,,,,
153,3,16.9,,0.641,,,,,
154,3,22.9,,0.639,,,,,
155,3,35.6,,0.615,,,,,
156,3,17.4,,0.614,,,,,
157,3,19.6,,0.608,,,,,
158,3,27.1,,0.583,,,,,
159,3,17.4,,0.553,,,,,
160,3,69.2,,0.536,,,,,
161,3,23.3,,0.53,,,,,
162,3,18.6,,0.525,,,,,
163,3,19.4,,0.518,,,,,
164,3,11.5,,0.512,,,,,
165,3,30.9,,0.498,,,,,
166,3,16.7,,0.487,,,,,
167,3,16.6,,0.478,,,,,
168,3,18.5,,0.476,,,,,
169,3,13.4,,0.47,,,,,
170,3,17.5,,0.469,,,,,
171,3,17.2,,0.464,,,,,
172,3,20.7,,0.464,,,,,
173,3,18.7,,0.458,,,,,
174,3,16.7,,0.438,,,,,
175,3,19.8,,0.438,,,,,
176,3,21.8,,0.432,,,,,
177,3,20.6,,0.43,,,,,
178,3,13.5,,0.427,,,,,
179,3,14.6,,0.416,,,,,
180,3,24.6,,0.415,,,,,
181,3,13.9,,0.379,,,,,
182,3,15.0,,0.37,,,,,
183,3,15.3,,0.369,,,,,
184,3,14.9,,0.365,,,,,
185,3,12.3,,0.361,,,,,
186,3,7.9,,0.344,,,,,
187,3,45.5,,0.333,,,,,
188,3,12.1,,0.325,,,,,
189,3,26.2,,0.323,,,,,
190,3,18.8,,0.322,,,,,
191,3,15.8,,0.321,,,,,
192,3,18.5,,0.318,,,,,
193,3,15.3,,0.317,,,,,
194,3,40.5,,0.315,,,,,
195,3,17.6,,0.314,,,,,
196,3,15.4,,0.312,,,,,
197,3,12.7,,0.311,,,,,
198,3,23.9,,0.308,,,,,
199,3,19.1,,0.306,,,,,
200,3,13.2,,0.303,,,,,
201,3,23.4,,0.303,,,,,
202,3,30.0,,0.302,,,,,
203,3,21.8,,0.301,,,,,
204,3,23.5,,0.301,,,,,
205,3,15.4,,0.3,,,,,
206,3,13.9,,0.296,,,,,
207,3,13.3,,0.295,,,,,
208,3,23.8,,0.291,,,,,
209,3,16.7,,0.282,,,,,
210,3,31.0,,0.274,,,,,
211,3,26.3,,0.273,,,,,
212,4,16.0,,0.737,,,,,
213,4,28.6,,0.734,,,,,
214,4,73.8,,0.733,,,,,
215,4,20.2,,0.724,,,,,
216,4,16.8,,0.719,,,,,
217,4,21.3,,0.716,,,,,
218,4,16.4,,0.709,,,,,
219,4,18.3,,0.702,,,,,
220,4,20.2,,0.699,,,,,
221,4,12.2,,0.695,,,,,
222,4,21.5,,0.691,,,,,
223,4,19.5,,0.688,,,,,
224,4,16.7,,0.687,,,,,
225,4,19.6,,0.658,,,,,
226,4,20.8,,0.647,,,,,
227,4,13.4,,0.63,,,,,
228,4,17.3,,0.625,,,,,
229,4,14.8,,0.621,,,,,
230,4,20.1,,0.62,,,,,
231,4,15.7,,0.606,,,,,
232,4,14.8,,0.591,,,,,
233,4,16.0,,0.564,,,,,
234,4,31.3,,0.562,,,,,
235,4,21.2,,0.549,,,,,
236,4,12.4,,0.543,,,,,
237,4,21.3,,0.53,,,,,
238,4,22.6,,0.519,,,,,
239,4,17.7,,0.518,,,,,
240,4,13.2,,0.507,,,,,
241,4,15.1,,0.504,,,,,
242,4,17.8,,0.503,,,,,
243,4,15.8,,0.491,,,,,
244,4,14.3,,0.489,,,,,
245,4,15.4,,0.474,,,,,
246,4,16.5,,0.472,,,,,
247,4,23.7,,0.469,,,,,
248,4,13.5,,0.465,,,,,
249,4,23.4,,0.461,,,,,
250,4,13.9,,0.441,,,,,
251,4,15.5,,0.438,,,,,
252,4,10.1,,0.438,,,,,
253,4,15.7,,0.435,,,,,
254,4,14.8,,0.425,,,,,
255,4,11.2,,0.417,,,,,
256,4,14.6,,0.415,,,,,
257,4,32.0,,0.409,,,,,
258,4,21.4,,0.408,,,,,
259,4,35.5,,0.397,,,,,
260,4,10.2,,0.389,,,,,
261,4,12.5,,0.389,,,,,
262,4,16.3,,0.385,,,,,
263,4,18.7,,0.375,,,,,
264,4,13.3,,0.373,,,,,
265,4,21.0,,0.371,,,,,
266,4,10.8,,0.367,,,,,
267,4,16.2,,0.362,,,,,
268,4,20.3,,0.36,,,,,
269,4,17.0,,0.344,,,,,
270,4,40.8,,0.331,,,,,
271,4,19.1,,0.321,,,,,
272,4,15.7,,0.32,,,,,
273,4,15.9,,0.317,,,,,
274,4,105.2,,0.314,,,,,
275,4,22.3,,0.311,,,,,
276,4,14.2,,0.311,,,,,
277,4,11.7,,0.306,,,,,
278,4,32.7,,0.306,,,,,
279,4,11.6,,0.305,,,,,
280,4,19.5,,0.301,,,,,
281,4,13.4,,0.291,,,,,
282,4,12.3,,0.289,,,,,
283,5,19.0,,0.764,,,,,
284,5,18.4,,0.74,,,,,
285,5,92.2,,0.671,,,,,
286,5,12.9,,0.657,,,,,
287,5,18.1,,0.655,,,,,
288,5,15.5,,0.65,,,,,
289,5,21.4,,0.621,,,,,
290,5,18.0,,0.594,,,,,
291,5,23.3,,0.585,,,,,
292,5,17.7,,0.585,,,,,
293,5,37.6,,0.585,,,,,
294,5,15.6,,0.583,,,,,
295,5,20.3,,0.559,,,,,
296,5,22.4,,0.552,,,,,
297,5,14.9,,0.55,,,,,
298,5,22.1,,0.536,,,,,
299,5,21.5,,0.536,,,,,
300,5,13.9,,0.53,,,,,
301,5,15.9,,0.53,,,,,
302,5,19.9,,0.525,,,,,
303,5,17.7,,0.52,,,,,
304,5,26.0,,0.509,,,,,
305,5,9.8,,0.504,,,,,
306,5,15.7,,0.492,,,,,
307,5,21.2,,0.482,,,,,
308,5,8.9,,0.473,,,,,
309,5,30.2,,0.468,,,,,
310,5,21.7,,0.46,,,,,
311,5,23.1,,0.458,,,,,
312,5,21.0,,0.455,,,,,
313,5,18.7,,0.446,,,,,
314,5,14.8,,0.441,,,,,
315,5,15.7,,0.436,,,,,
316,5,18.8,,0.433,,,,,
317,5,25.6,,0.43,,,,,
318,5,15.6,,0.43,,,,,
319,5,24.6,,0.428,,,,,
320,5,13.9,,0.426,,,,,
321,5,19.1,,0.426,,,,,
322,5,11.4,,0.424,,,,,
323,5,21.7,,0.416,,,,,
324,5,26.4,,0.416,,,,,
325,5,12.4,,0.392,,,,,
326,5,12.3,,0.39,,,,,
327,5,18.1,,0.384,,,,,
328,5,14.5,,0.381,,,,,
329,5,11.2,,0.364,,,,,
330,5,12.6,,0.354,,,,,
331,5,17.6,,0.35,,,,,
332,5,11.8,,0.349,,,,,
333,5,14.4,,0.344,,,,,
334,5,19.4,,0.338,,,,,
335,5,17.2,,0.337,,,,,
336,5,11.7,,0.33,,,,,
337,5,14.3,,0.32,,,,,
338,5,13.5,,0.317,,,,,
339,5,12.2,,0.317,,,,,
340,5,18.2,,0.311,,,,,
341,5,15.4,,0.307,,,,,
342,5,9.9,,0.294,,,,,
343,5,16.2,,0.294,,,,,
344,5,21.1,,0.292,,,,,
345,6,31.5,,0.779,,,,,
346,6,35.9,,0.752,,,,,
347,6,31.8,,0.744,,,,,
348,6,19.2,,0.736,,,,,
349,6,21.9,,0.734,,,,,
350,6,22.9,,0.715,,,,,
351,6,28.0,,0.709,,,,,
352,6,22.7,,0.701,,,,,
353,6,18.4,,0.7,,,,,
354,6,16.8,,0.698,,,,,
355,6,20.7,,0.69,,,,,
356,6,16.6,,0.677,,,,,
357,6,17.1,,0.67,,,,,
358,6,14.8,,0.669,,,,,
359,6,13.9,,0.663,,,,,
360,6,55.6,,0.661,,,,,
361,6,17.2,,0.659,,,,,
362,6,17.2,,0.659,,,,,
363,6,15.4,,0.654,,,,,
364,6,42.3,,0.651,,,,,
365,6,18.6,,0.648,,,,,
366,6,23.2,,0.635,,,,,
367,6,12.1,,0.617,,,,,
368,6,15.4,,0.609,,,,,
369,6,12.5,,0.604,,,,,
370,6,15.8,,0.599,,,,,
371,6,22.9,,0.598,,,,,
372,6,19.0,,0.597,,,,,
373,6,20.3,,0.587,,,,,
374,6,21.6,,0.584,,,,,
375,6,13.6,,0.568,,,,,
376,6,11.9,,0.567,,,,,
377,6,8.7,,0.566,,,,,
378,6,20.1,,0.561,,,,,
379,6,27.3,,0.551,,,,,
380,6,13.8,,0.546,,,,,
381,6,13.2,,0.545,,,,,
382,6,16.5,,0.538,,,,,
383,6,18.1,,0.537,,,,,
384,6,20.5,,0.53,,,,,
385,6,14.1,,0.53,,,,,
386,6,17.3,,0.526,,,,,
387,6,17.3,,0.521,,,,,
388,6,22.7,,0.519,,,,,
389,6,21.0,,0.512,,,,,
390,6,15.6,,0.504,,,,,
391,6,24.5,,0.5,,,,,
392,6,17.3,,0.497,,,,,
393,6,15.0,,0.493,,,,,
394,6,15.8,,0.49,,,,,
395,6,20.2,,0.489,,,,,
396,6,25.9,,0.481,,,,,
397,6,74.2,,0.476,,,,,
398,6,18.9,,0.465,,,,,
399,6,16.3,,0.451,,,,,
400,6,31.0,,0.449,,,,,
401,6,30.0,,0.448,,,,,
402,6,17.7,,0.44,,,,,
403,6,89.4,,0.438,,,,,
404,6,16.1,,0.437,,,,,
405,6,21.1,,0.435,,,,,
406,6,15.8,,0.431,,,,,
407,6,28.7,,0.43,,,,,
408,6,18.5,,0.429,,,,,
409,6,16.5,,0.428,,,,,
410,6,106.9,,0.411,,,,,
411,6,21.5,,0.409,,,,,
412,6,7.6,,0.403,,,,,
413,6,17.7,,0.402,,,,,
414,6,22.1,,0.398,,,,,
415,6,36.0,,0.397,,,,,
416,6,13.2,,0.396,,,,,
417,6,16.2,,0.396,,,,,
418,6,27.6,,0.387,,,,,
419,6,14.0,,0.381,,,,,
420,6,50.6,,0.378,,,,,
421,6,26.3,,0.369,,,,,
422,6,10.5,,0.368,,,,,
423,6,17.6,,0.344,,,,,
424,6,15.1,,0.337,,,,,
425,6,13.6,,0.335,,,,,
426,6,15.3,,0.328,,,,,
427,6,26.3,,0.326,,,,,
428,6,16.9,,0.318,,,,,
429,6,24.2,,0.316,,,,,
430,6,15.9,,0.313,,,,,
431,6,14.1,,0.312,,,,,
432,6,17.6,,0.308,,,,,
433,6,43.9,,0.308,,,,,
434,6,15.0,,0.302,,,,,
435,6,30.8,,0.297,,,,,
436,6,18.2,,0.292,,,,,
437,6,21.9,,0.286,,,,,
438,6,18.4,,0.284,,,,,
439,6,21.0,,0.282,,,,,
440,6,19.1,,0.282,,,,,
441,6,11.4,,0.274,,,,,
442,6,16.9,,0.27,,,,,
443,7,43.9,,0.782,,,,,
444,7,18.5,,0.743,,,,,
445,7,17.8,,0.741,,,,,
446,7,25.3,,0.665,,,,,
447,7,24.9,,0.664,,,,,
448,7,15.9,,0.638,,,,,
449,7,19.1,,0.632,,,,,
450,7,17.0,,0.63,,,,,
451,7,14.9,,0.629,,,,,
452,7,37.3,,0.627,,,,,
453,7,15.5,,0.617,,,,,
454,7,14.6,,0.617,,,,,
455,7,19.4,,0.608,,,,,
456,7,31.5,,0.603,,,,,
457,7,22.1,,0.598,,,,,
458,7,25.5,,0.59,,,,,
459,7,16.0,,0.567,,,,,
460,7,19.4,,0.548,,,,,
461,7,26.8,,0.546,,,,,
462,7,18.1,,0.546,,,,,
463,7,19.1,,0.542,,,,,
464,7,23.6,,0.521,,,,,
465,7,22.9,,0.515,,,,,
466,7,15.0,,0.515,,,,,
467,7,18.9,,0.512,,,,,
468,7,13.6,,0.5,,,,,
469,7,106.4,,0.481,,,,,
470,7,19.7,,0.476,,,,,
471,7,28.3,,0.469,,,,,
472,7,50.6,,0.461,,,,,
473,7,21.8,,0.45,,,,,
474,7,70.2,,0.447,,,,,
475,7,13.4,,0.432,,,,,
476,7,14.2,,0.429,,,,,
477,7,40.5,,0.42,,,,,
478,7,19.6,,0.419,,,,,
479,7,20.6,,0.416,,,,,
480,7,11.6,,0.412,,,,,
481,7,14.9,,0.412,,,,,
482,7,22.6,,0.409,,,,,
483,7,20.7,,0.405,,,,,
484,7,13.8,,0.4,,,,,
485,7,20.7,,0.392,,,,,
486,7,23.0,,0.377,,,,,
487,7,20.0,,0.37,,,,,
488,7,16.4,,0.367,,,,,
489,7,21.9,,0.364,,,,,
490,7,22.4,,0.362,,,,,
491,7,16.7,,0.355,,,,,
492,7,26.5,,0.354,,,,,
493,7,84.4,,0.346,,,,,
494,7,26.2,,0.341,,,,,
495,7,16.7,,0.319,,,,,
496,7,48.6,,0.317,,,,,
497,7,13.7,,0.307,,,,,
498,7,25.8,,0.306,,,,,
499,7,16.9,,0.306,,,,,
500,8,20.4,,0.76,,,,,
501,8,21.1,,0.702,,,,,
502,8,15.3,,0.666,,,,,
503,8,18.5,,0.66,,,,,
504,8,14.2,,0.657,,,,,
505,8,19.1,,0.656,,,,,
506,8,17.5,,0.647,,,,,
507,8,19.6,,0.647,,,,,
508,8,18.1,,0.642,,,,,
509,8,26.0,,0.64,,,,,
510,8,20.7,,0.635,,,,,
511,8,11.7,,0.613,,,,,
512,8,15.7,,0.602,,,,,
513,8,22.9,,0.59,,,,,
514,8,30.4,,0.582,,,,,
515,8,13.3,,0.578,,,,,
516,8,14.2,,0.571,,,,,
517,8,23.5,,0.564,,,,,
518,8,16.2,,0.561,,,,,
519,8,16.0,,0.557,,,,,
520,8,22.6,,0.542,,,,,
521,8,15.8,,0.537,,,,,
522,8,27.3,,0.537,,,,,
523,8,13.4,,0.516,,,,,
524,8,11.6,,0.511,,,,,
525,8,13.4,,0.498,,,,,
526,8,22.2,,0.481,,,,,
527,8,16.3,,0.473,,,,,
528,8,18.9,,0.472,,,,,
529,8,44.7,,0.472,,,,,
530,8,16.4,,0.471,,,,,
531,8,20.2,,0.467,,,,,
532,8,23.6,,0.464,,,,,
533,8,39.4,,0.46,,,,,
534,8,17.8,,0.46,,,,,
535,8,15.4,,0.442,,,,,
536,8,18.9,,0.432,,,,,
537,8,16.8,,0.423,,,,,
538,8,17.3,,0.414,,,,,
539,8,14.1,,0.413,,,,,
540,8,15.1,,0.41,,,,,
541,8,22.8,,0.402,,,,,
542,8,18.0,,0.395,,,,,
543,8,16.1,,0.39,,,,,
544,8,81.7,,0.382,,,,,
545,8,20.3,,0.379,,,,,
546,8,14.1,,0.376,,,,,
547,8,12.3,,0.365,,,,,
548,8,15.4,,0.359,,,,,
549,8,27.7,,0.346,,,,,
550,8,16.9,,0.343,,,,,
551,8,22.8,,0.339,,,,,
552,8,14.0,,0.338,,,,,
553,8,13.4,,0.337,,,,,
554,8,16.8,,0.336,,,,,
555,8,24.9,,0.335,,,,,
556,8,17.2,,0.335,,,,,
557,8,14.9,,0.329,,,,,
558,8,36.8,,0.327,,,,,
559,8,20.3,,0.327,,,,,
560,8,16.7,,0.326,,,,,
561,8,19.6,,0.326,,,,,
562,8,15.9,,0.326,,,,,
563,8,35.0,,0.326,,,,,
564,8,20.2,,0.325,,,,,
565,8,13.9,,0.322,,,,,
566,8,17.6,,0.319,,,,,
567,8,15.2,,0.319,,,,,
568,8,20.2,,0.314,,,,,
569,8,14.3,,0.311,,,,,
570,8,13.6,,0.31,,,,,
571,8,11.9,,0.302,,,,,
572,8,24.0,,0.298,,,,,
573,8,15.0,,0.297,,,,,
574,8,16.0,,0.296,,,,,
575,8,15.7,,0.286,,,,,
576,9,27.7,,0.699,,,,,
577,9,32.0,,0.683,,,,,
578,9,25.4,,0.649,,,,,
579,9,17.5,,0.627,,,,,
580,9,15.0,,0.614,,,,,
581,9,19.4,,0.613,,,,,
582,9,25.6,,0.603,,,,,
583,9,52.0,,0.578,,,,,
584,9,21.8,,0.577,,,,,
585,9,16.7,,0.551,,,,,
586,9,19.0,,0.527,,,,,
587,9,19.2,,0.513,,,,,
588,9,12.3,,0.506,,,,,
589,9,21.3,,0.484,,,,,
590,9,31.7,,0.478,,,,,
591,9,13.6,,0.472,,,,,
592,9,18.2,,0.458,,,,,
593,9,23.3,,0.454,,,,,
594,9,27.6,,0.454,,,,,
595,9,10.7,,0.446,,,,,
596,9,15.7,,0.434,,,,,
597,9,12.9,,0.434,,,,,
598,9,14.2,,0.429,,,,,
599,9,15.0,,0.407,,,,,
600,9,20.1,,0.4,,,,,
601,9,22.6,,0.399,,,,,
602,9,28.9,,0.394,,,,,
603,9,23.4,,0.383,,,,,
604,9,24.4,,0.377,,,,,
605,9,15.2,,0.363,,,,,
606,9,16.7,,0.35,,,,,
607,9,13.4,,0.338,,,,,
608,9,11.6,,0.333,,,,,
609,9,33.7,,0.332,,,,,
610,9,17.3,,0.328,,,,,
611,9,14.5,,0.313,,,,,
612,9,13.9,,0.308,,,,,
613,9,19.5,,0.302,,,,,
614,9,47.9,,0.302,,,,,
615,9,17.2,,0.3,,,,,
616,9,18.4,,0.297,,,,,
617,9,12.6,,0.296,,,,,
618,9,16.2,,0.296,,,,,
619,9,35.7,,0.29,,,,,
620,9,16.3,,0.286,,,,,
621,9,45.1,,0.285,,,,,
622,9,11.6,,0.284,,,,,
623,9,12.4,,0.282,,,,,
