,Image ID,Length [nm],Mean per image,Confidence score,Average [nm],Standard Deviation [nm],Number Counted,Standard Error of Mean [nm],Number Density [nm^-2]
208,2,32.9,,0.814,,,,,
209,2,17.3,,0.813,,,,,
210,2,22.6,,0.811,,,,,
211,2,19.3,,0.802,,,,,
212,2,17.3,,0.8,,,,,
213,2,18.5,,0.797,,,,,
214,2,17.7,,0.796,,,,,
215,2,23.2,,0.792,,,,,
216,2,16.0,,0.78,,,,,
217,2,20.9,,0.779,,,,,
218,2,16.2,,0.779,,,,,
219,2,15.1,,0.774,,,,,
220,2,14.9,,0.772,,,,,
221,2,16.7,,0.768,,,,,
222,2,12.8,,0.763,,,,,
223,2,21.4,,0.761,,,,,
224,2,21.3,,0.761,,,,,
225,2,15.5,,0.76,,,,,
226,2,23.1,,0.759,,,,,
227,2,15.1,,0.752,,,,,
228,2,20.3,,0.751,,,,,
229,2,16.1,,0.751,,,,,
230,2,11.7,,0.749,,,,,
231,2,17.0,,0.736,,,,,
232,2,14.8,,0.735,,,,,
233,2,16.8,,0.735,,,,,
234,2,20.2,,0.731,,,,,
235,2,14.8,,0.726,,,,,
236,2,13.1,,0.723,,,,,
237,2,20.4,,0.722,,,,,
238,2,88.3,,0.718,,,,,
239,2,24.5,,0.717,,,,,
240,2,18.0,,0.714,,,,,
241,2,21.8,,0.713,,,,,
242,2,11.8,,0.708,,,,,
243,2,12.6,,0.706,,,,,
244,2,36.4,,0.703,,,,,
245,2,22.9,,0.702,,,,,
246,2,13.1,,0.702,,,,,
247,2,22.9,,0.699,,,,,
248,2,11.8,,0.697,,,,,
249,2,62.3,,0.695,,,,,
250,2,28.7,,0.695,,,,,
251,2,12.4,,0.694,,,,,
252,2,12.3,,0.694,,,,,
253,2,14.6,,0.69,,,,,
254,2,13.3,,0.68,,,,,
255,2,15.8,,0.67,,,,,
256,2,11.6,,0.668,,,,,
257,2,13.7,,0.667,,,,,
258,2,14.3,,0.667,,,,,
259,2,22.6,,0.66,,,,,
260,2,12.2,,0.658,,,,,
261,2,12.8,,0.655,,,,,
262,2,17.3,,0.649,,,,,
263,2,18.7,,0.649,,,,,
264,2,19.4,,0.648,,,,,
265,2,10.8,,0.647,,,,,
266,2,13.6,,0.643,,,,,
267,2,17.2,,0.642,,,,,
268,2,19.5,,0.641,,,,,
269,2,10.8,,0.636,,,,,
270,2,13.0,,0.635,,,,,
271,2,13.9,,0.633,,,,,
272,2,18.5,,0.631,,,,,
273,2,47.4,,0.629,,,,,
274,2,16.7,,0.626,,,,,
275,2,14.9,,0.613,,,,,
276,2,11.6,,0.612,,,,,
277,2,22.7,,0.602,,,,,
278,2,10.6,,0.592,,,,,
279,2,11.0,,0.588,,,,,
280,2,15.1,,0.588,,,,,
281,2,12.6,,0.588,,,,,
282,2,10.9,,0.581,,,,,
283,2,17.7,,0.579,,,,,
284,2,13.6,,0.57,,,,,
285,2,19.1,,0.564,,,,,
286,2,18.3,,0.555,,,,,
287,2,10.6,,0.552,,,,,
288,2,9.5,,0.552,,,,,
289,2,15.2,,0.546,,,,,
290,2,25.0,,0.545,,,,,
291,2,14.2,,0.539,,,,,
292,2,16.1,,0.539,,,,,
293,2,10.5,,0.523,,,,,
294,2,15.3,,0.523,,,,,
295,2,14.4,,0.52,,,,,
296,2,8.8,,0.502,,,,,
297,2,15.1,,0.498,,,,,
298,2,24.3,,0.497,,,,,
299,2,16.4,,0.493,,,,,
300,2,12.5,,0.493,,,,,
301,2,15.9,,0.492,,,,,
302,2,14.2,,0.48,,,,,
303,2,23.4,,0.473,,,,,
304,2,14.2,,0.472,,,,,
305,2,17.3,,0.467,,,,,
306,2,12.9,,0.458,,,,,
307,2,10.4,,0.456,,,,,
308,2,90.3,,0.453,,,,,
309,2,13.0,,0.453,,,,,
310,2,38.2,,0.452,,,,,
311,2,10.6,,0.451,,,,,
312,2,13.3,,0.438,,,,,
313,2,19.0,,0.437,,,,,
314,2,11.1,,0.434,,,,,
315,2,14.8,,0.428,,,,,
316,2,15.4,,0.428,,,,,
317,2,8.2,,0.426,,,,,
318,2,21.8,,0.419,,,,,
319,2,16.1,,0.417,,,,,
320,2,25.2,,0.414,,,,,
321,2,10.8,,0.387,,,,,
322,2,15.3,,0.378,,,,,
323,2,8.0,,0.369,,,,,
324,2,7.8,,0.367,,,,,
325,2,14.2,,0.363,,,,,
326,2,12.8,,0.361,,,,,
327,2,10.2,,0.354,,,,,
328,2,11.8,,0.343,,,,,
329,2,34.7,,0.341,,,,,
330,2,11.6,,0.338,,,,,
331,2,64.3,,0.336,,,,,
332,2,29.2,,0.332,,,,,
333,2,8.0,,0.325,,,,,
334,3,25.7,,0.851,,,,,
335,3,23.3,,0.833,,,,,
336,3,24.5,,0.827,,,,,
337,3,26.3,,0.82,,,,,
338,3,19.7,,0.818,,,,,
339,3,29.6,,0.816,,,,,
340,3,19.5,,0.812,,,,,
341,3,18.3,,0.812,,,,,
342,3,28.0,,0.808,,,,,
343,3,20.9,,0.808,,,,,
344,3,19.6,,0.806,,,,,
345,3,29.6,,0.802,,,,,
346,3,18.2,,0.795,,,,,
347,3,17.6,,0.792,,,,,
348,3,21.0,,0.787,,,,,
349,3,25.3,,0.781,,,,,
350,3,16.4,,0.778,,,,,
351,3,12.2,,0.772,,,,,
352,3,27.8,,0.772,,,,,
353,3,16.5,,0.772,,,,,
354,3,25.5,,0.772,,,,,
355,3,21.3,,0.766,,,,,
356,3,22.5,,0.765,,,,,
357,3,16.5,,0.764,,,,,
358,3,17.7,,0.76,,,,,
359,3,22.5,,0.76,,,,,
360,3,17.3,,0.758,,,,,
361,3,15.9,,0.755,,,,,
362,3,17.4,,0.754,,,,,
363,3,20.3,,0.753,,,,,
364,3,21.3,,0.751,,,,,
365,3,17.6,,0.749,,,,,
366,3,27.2,,0.748,,,,,
367,3,24.7,,0.742,,,,,
368,3,24.7,,0.74,,,,,
369,3,14.6,,0.739,,,,,
370,3,17.9,,0.737,,,,,
371,3,18.3,,0.731,,,,,
372,3,10.5,,0.727,,,,,
373,3,23.4,,0.726,,,,,
374,3,15.7,,0.726,,,,,
375,3,6.5,,0.724,,,,,
376,3,17.7,,0.723,,,,,
377,3,19.3,,0.723,,,,,
378,3,16.1,,0.72,,,,,
379,3,15.0,,0.72,,,,,
380,3,15.4,,0.719,,,,,
381,3,12.3,,0.71,,,,,
382,3,18.9,,0.707,,,,,
383,3,29.6,,0.704,,,,,
384,3,13.6,,0.703,,,,,
385,3,21.8,,0.7,,,,,
386,3,14.6,,0.694,,,,,
387,3,19.2,,0.675,,,,,
388,3,26.0,,0.675,,,,,
389,3,16.7,,0.673,,,,,
390,3,14.2,,0.655,,,,,
391,3,18.1,,0.653,,,,,
392,3,25.2,,0.651,,,,,
393,3,17.8,,0.648,,,,,
394,3,22.1,,0.647,,,,,
395,3,24.2,,0.637,,,,,
396,3,21.7,,0.637,,,,,
397,3,21.5,,0.63,,,,,
398,3,14.7,,0.63,,,,,
399,3,16.6,,0.625,,,,,
400,3,20.9,,0.624,,,,,
401,3,18.5,,0.623,,,,,
402,3,18.8,,0.616,,,,,
403,3,13.3,,0.614,,,,,
404,3,13.7,,0.598,,,,,
405,3,20.1,,0.587,,,,,
406,3,20.8,,0.581,,,,,
407,3,13.8,,0.578,,,,,
408,3,14.4,,0.575,,,,,
409,3,16.0,,0.571,,,,,
410,3,16.8,,0.564,,,,,
411,3,54.3,,0.563,,,,,
412,3,23.7,,0.555,,,,,
413,3,75.1,,0.553,,,,,
414,3,18.4,,0.546,,,,,
415,3,16.3,,0.543,,,,,
416,3,11.9,,0.539,,,,,
417,3,14.8,,0.534,,,,,
418,3,13.2,,0.531,,,,,
419,3,48.9,,0.524,,,,,
420,3,23.0,,0.519,,,,,
421,3,34.4,,0.519,,,,,
422,3,16.4,,0.513,,,,,
423,3,17.8,,0.508,,,,,
424,3,13.1,,0.507,,,,,
425,3,18.7,,0.499,,,,,
426,3,24.8,,0.486,,,,,
427,3,23.6,,0.473,,,,,
428,3,18.2,,0.473,,,,,
429,3,13.0,,0.471,,,,,
430,3,15.4,,0.469,,,,,
431,3,14.0,,0.469,,,,,
432,3,12.9,,0.468,,,,,
433,3,15.9,,0.46,,,,,
434,3,11.7,,0.45,,,,,
435,3,12.7,,0.432,,,,,
436,3,25.9,,0.428,,,,,
437,3,22.0,,0.417,,,,,
438,3,12.5,,0.412,,,,,
439,3,11.2,,0.403,,,,,
440,3,10.7,,0.402,,,,,
441,3,12.9,,0.395,,,,,
442,3,13.4,,0.394,,,,,
443,3,17.5,,0.389,,,,,
444,3,10.3,,0.389,,,,,
445,3,7.4,,0.383,,,,,
446,3,44.8,,0.383,,,,,
447,3,18.5,,0.382,,,,,
448,3,22.4,,0.381,,,,,
449,3,11.3,,0.38,,,,,
450,3,20.0,,0.369,,,,,
451,3,17.3,,0.366,,,,,
452,3,22.5,,0.362,,,,,
453,3,64.9,,0.36,,,,,
454,3,10.2,,0.351,,,,,
455,3,11.0,,0.348,,,,,
456,4,28.1,,0.839,,,,,
457,4,29.3,,0.831,,,,,
458,4,21.9,,0.831,,,,,
459,4,29.1,,0.827,,,,,
460,4,20.1,,0.825,,,,,
461,4,21.7,,0.818,,,,,
462,4,68.8,,0.818,,,,,
463,4,22.2,,0.816,,,,,
464,4,23.7,,0.809,,,,,
465,4,20.4,,0.8,,,,,
466,4,20.7,,0.799,,,,,
467,4,45.6,,0.789,,,,,
468,4,19.4,,0.784,,,,,
469,4,18.9,,0.779,,,,,
470,4,22.1,,0.765,,,,,
471,4,16.5,,0.762,,,,,
472,4,12.9,,0.755,,,,,
473,4,20.0,,0.738,,,,,
474,4,17.6,,0.729,,,,,
475,4,21.1,,0.722,,,,,
476,4,57.8,,0.721,,,,,
477,4,25.4,,0.719,,,,,
478,4,14.0,,0.718,,,,,
479,4,10.6,,0.713,,,,,
480,4,18.8,,0.709,,,,,
481,4,14.6,,0.708,,,,,
482,4,14.9,,0.706,,,,,
483,4,11.8,,0.705,,,,,
484,4,18.6,,0.698,,,,,
485,4,15.6,,0.697,,,,,
486,4,19.1,,0.693,,,,,
487,4,18.7,,0.691,,,,,
488,4,19.4,,0.672,,,,,
489,4,29.4,,0.661,,,,,
490,4,17.0,,0.649,,,,,
491,4,18.4,,0.636,,,,,
492,4,13.8,,0.635,,,,,
493,4,14.1,,0.633,,,,,
494,4,13.3,,0.632,,,,,
495,4,12.7,,0.632,,,,,
496,4,19.7,,0.63,,,,,
497,4,19.8,,0.622,,,,,
498,4,22.4,,0.62,,,,,
499,4,16.4,,0.617,,,,,
500,4,15.7,,0.613,,,,,
501,4,18.1,,0.607,,,,,
502,4,16.7,,0.594,,,,,
503,4,40.7,,0.586,,,,,
504,4,19.9,,0.584,,,,,
505,4,26.9,,0.583,,,,,
506,4,19.5,,0.573,,,,,
507,4,14.7,,0.562,,,,,
508,4,16.3,,0.545,,,,,
509,4,28.4,,0.544,,,,,
510,4,11.4,,0.544,,,,,
511,4,11.8,,0.544,,,,,
512,4,10.8,,0.54,,,,,
513,4,40.4,,0.539,,,,,
514,4,19.6,,0.539,,,,,
515,4,11.5,,0.537,,,,,
516,4,68.0,,0.534,,,,,
517,4,81.9,,0.523,,,,,
518,4,15.8,,0.523,,,,,
519,4,19.3,,0.518,,,,,
520,4,17.0,,0.517,,,,,
521,4,12.8,,0.512,,,,,
522,4,36.3,,0.512,,,,,
523,4,41.1,,0.501,,,,,
524,4,13.0,,0.49,,,,,
525,4,15.7,,0.487,,,,,
526,4,19.2,,0.467,,,,,
527,4,19.7,,0.462,,,,,
528,4,12.7,,0.462,,,,,
529,4,17.3,,0.448,,,,,
530,4,31.0,,0.445,,,,,
531,4,29.7,,0.444,,,,,
532,4,25.4,,0.432,,,,,
533,4,24.1,,0.43,,,,,
534,4,14.5,,0.424,,,,,
535,4,16.2,,0.414,,,,,
536,4,28.2,,0.41,,,,,
537,4,20.1,,0.409,,,,,
538,4,14.3,,0.407,,,,,
539,4,19.0,,0.404,,,,,
540,4,22.3,,0.394,,,,,
541,4,15.9,,0.392,,,,,
542,4,10.9,,0.384,,,,,
543,4,15.1,,0.382,,,,,
544,4,38.3,,0.376,,,,,
545,4,11.3,,0.372,,,,,
546,4,12.8,,0.365,,,,,
547,4,16.5,,0.364,,,,,
548,4,14.3,,0.363,,,,,
549,4,10.3,,0.36,,,,,
550,4,9.9,,0.36,,,,,
551,4,24.8,,0.348,,,,,
552,4,23.8,,0.344,,,,,
553,4,22.6,,0.344,,,,,
554,4,21.4,,0.341,,,,,
555,4,13.5,,0.341,,,,,
556,4,59.0,,0.34,,,,,
557,4,18.9,,0.33,,,,,
558,4,15.1,,0.328,,,,,
559,4,13.7,,0.326,,,,,
560,4,6.8,,0.325,,,,,
561,4,26.6,,0.323,,,,,
562,4,32.9,,0.321,,,,,
563,4,27.3,,0.32,,,,,
564,4,12.1,,0.315,,,,,
565,5,37.9,,0.86,,,,,
566,5,36.8,,0.846,,,,,
567,5,55.2,,0.843,,,,,
568,5,24.3,,0.836,,,,,
569,5,19.6,,0.824,,,,,
570,5,19.5,,0.822,,,,,
571,5,20.2,,0.817,,,,,
572,5,26.6,,0.806,,,,,
573,5,16.8,,0.801,,,,,
574,5,21.5,,0.8,,,,,
575,5,27.4,,0.796,,,,,
576,5,23.3,,0.788,,,,,
577,5,13.9,,0.787,,,,,
578,5,15.6,,0.77,,,,,
579,5,22.4,,0.764,,,,,
580,5,19.6,,0.756,,,,,
581,5,16.5,,0.75,,,,,
582,5,14.9,,0.748,,,,,
583,5,15.0,,0.748,,,,,
584,5,14.7,,0.737,,,,,
585,5,18.7,,0.733,,,,,
586,5,28.7,,0.73,,,,,
587,5,18.1,,0.72,,,,,
588,5,19.8,,0.72,,,,,
589,5,20.5,,0.717,,,,,
590,5,20.8,,0.717,,,,,
591,5,94.2,,0.716,,,,,
592,5,14.1,,0.713,,,,,
593,5,11.1,,0.709,,,,,
594,5,13.7,,0.702,,,,,
595,5,33.9,,0.694,,,,,
596,5,13.0,,0.689,,,,,
597,5,12.8,,0.688,,,,,
598,5,27.4,,0.688,,,,,
599,5,15.6,,0.687,,,,,
600,5,18.1,,0.678,,,,,
601,5,24.1,,0.67,,,,,
602,5,31.1,,0.67,,,,,
603,5,22.8,,0.668,,,,,
604,5,13.8,,0.664,,,,,
605,5,16.6,,0.652,,,,,
606,5,32.1,,0.647,,,,,
607,5,23.2,,0.644,,,,,
608,5,35.5,,0.643,,,,,
609,5,26.3,,0.643,,,,,
610,5,19.1,,0.637,,,,,
611,5,16.2,,0.622,,,,,
612,5,9.7,,0.621,,,,,
613,5,14.0,,0.619,,,,,
614,5,15.3,,0.619,,,,,
615,5,16.3,,0.619,,,,,
616,5,16.8,,0.609,,,,,
617,5,15.0,,0.607,,,,,
618,5,13.9,,0.598,,,,,
619,5,13.8,,0.597,,,,,
620,5,19.1,,0.563,,,,,
621,5,18.4,,0.56,,,,,
622,5,16.1,,0.554,,,,,
623,5,9.1,,0.547,,,,,
624,5,9.5,,0.541,,,,,
625,5,22.9,,0.535,,,,,
626,5,18.8,,0.519,,,,,
627,5,15.8,,0.517,,,,,
628,5,25.7,,0.5,,,,,
629,5,16.9,,0.494,,,,,
630,5,16.1,,0.49,,,,,
631,5,25.0,,0.489,,,,,
632,5,40.9,,0.483,,,,,
633,5,17.4,,0.48,,,,,
634,5,8.4,,0.472,,,,,
635,5,14.2,,0.469,,,,,
636,5,12.8,,0.463,,,,,
637,5,19.2,,0.445,,,,,
638,5,13.2,,0.444,,,,,
639,5,18.2,,0.444,,,,,
640,5,19.1,,0.439,,,,,
641,5,15.2,,0.439,,,,,
642,5,15.2,,0.439,,,,,
643,5,64.3,,0.438,,,,,
644,5,16.8,,0.437,,,,,
645,5,23.8,,0.435,,,,,
646,5,9.5,,0.433,,,,,
647,5,32.3,,0.429,,,,,
648,5,27.0,,0.427,,,,,
649,5,8.9,,0.412,,,,,
650,5,14.1,,0.409,,,,,
651,5,11.5,,0.406,,,,,
652,5,19.9,,0.403,,,,,
653,5,12.6,,0.402,,,,,
654,5,30.6,,0.398,,,,,
655,5,11.2,,0.393,,,,,
656,5,15.8,,0.392,,,,,
657,5,16.9,,0.387,,,,,
658,5,16.4,,0.38,,,,,
659,5,23.4,,0.368,,,,,
660,5,28.4,,0.366,,,,,
661,5,9.3,,0.366,,,,,
662,5,9.1,,0.358,,,,,
663,5,37.3,,0.351,,,,,
664,5,9.6,,0.349,,,,,
665,5,25.2,,0.346,,,,,
666,5,26.0,,0.34,,,,,
667,5,23.1,,0.332,,,,,
668,5,15.2,,0.33,,,,,
669,5,15.2,,0.325,,,,,
670,5,10.1,,0.316,,,,,
671,5,38.6,,0.316,,,,,
672,5,10.9,,0.309,,,,,
673,5,16.6,,0.309,,,,,
674,5,23.1,,0.308,,,,,
675,6,30.7,,0.843,,,,,
676,6,40.5,,0.82,,,,,
677,6,26.7,,0.817,,,,,
678,6,18.5,,0.815,,,,,
679,6,21.7,,0.81,,,,,
680,6,22.9,,0.792,,,,,
681,6,25.0,,0.792,,,,,
682,6,24.9,,0.79,,,,,
683,6,19.5,,0.786,,,,,
684,6,19.2,,0.781,,,,,
685,6,16.1,,0.78,,,,,
686,6,24.6,,0.778,,,,,
687,6,14.5,,0.778,,,,,
688,6,18.1,,0.776,,,,,
689,6,17.6,,0.769,,,,,
690,6,14.0,,0.768,,,,,
691,6,19.1,,0.762,,,,,
692,6,17.6,,0.758,,,,,
693,6,25.3,,0.752,,,,,
694,6,74.4,,0.748,,,,,
695,6,16.0,,0.746,,,,,
696,6,15.9,,0.745,,,,,
697,6,23.9,,0.74,,,,,
698,6,22.8,,0.738,,,,,
699,6,24.8,,0.737,,,,,
700,6,18.7,,0.737,,,,,
701,6,18.9,,0.736,,,,,
702,6,20.1,,0.734,,,,,
703,6,29.2,,0.732,,,,,
704,6,12.9,,0.732,,,,,
705,6,19.9,,0.729,,,,,
706,6,14.1,,0.722,,,,,
707,6,28.1,,0.721,,,,,
708,6,28.0,,0.707,,,,,
709,6,12.4,,0.701,,,,,
710,6,18.3,,0.697,,,,,
711,6,13.5,,0.692,,,,,
712,6,24.3,,0.685,,,,,
713,6,20.8,,0.682,,,,,
714,6,18.7,,0.679,,,,,
715,6,10.2,,0.678,,,,,
716,6,16.8,,0.676,,,,,
717,6,28.5,,0.667,,,,,
718,6,16.4,,0.667,,,,,
719,6,33.0,,0.666,,,,,
720,6,15.7,,0.658,,,,,
721,6,14.0,,0.649,,,,,
722,6,10.8,,0.638,,,,,
723,6,16.0,,0.636,,,,,
724,6,18.4,,0.633,,,,,
725,6,31.9,,0.63,,,,,
726,6,23.1,,0.627,,,,,
727,6,12.8,,0.627,,,,,
728,6,17.6,,0.623,,,,,
729,6,10.5,,0.618,,,,,
730,6,17.2,,0.616,,,,,
731,6,10.3,,0.612,,,,,
732,6,22.8,,0.607,,,,,
733,6,16.0,,0.605,,,,,
734,6,17.4,,0.604,,,,,
735,6,12.2,,0.602,,,,,
736,6,19.1,,0.6,,,,,
737,6,15.3,,0.598,,,,,
738,6,12.8,,0.576,,,,,
739,6,15.2,,0.574,,,,,
740,6,22.6,,0.573,,,,,
741,6,14.6,,0.569,,,,,
742,6,13.2,,0.563,,,,,
743,6,39.9,,0.557,,,,,
744,6,12.8,,0.549,,,,,
745,6,34.0,,0.548,,,,,
746,6,15.2,,0.548,,,,,
747,6,22.6,,0.545,,,,,
748,6,27.9,,0.54,,,,,
749,6,10.7,,0.539,,,,,
750,6,9.7,,0.536,,,,,
751,6,20.5,,0.529,,,,,
752,6,17.6,,0.523,,,,,
753,6,14.4,,0.517,,,,,
754,6,18.9,,0.513,,,,,
755,6,25.5,,0.511,,,,,
756,6,16.8,,0.508,,,,,
757,6,21.0,,0.508,,,,,
758,6,7.3,,0.505,,,,,
759,6,8.3,,0.499,,,,,
760,6,16.1,,0.499,,,,,
761,6,70.8,,0.49,,,,,
762,6,8.0,,0.479,,,,,
763,6,11.1,,0.457,,,,,
