16,60000038
15,5
9,300000191
8,600000381
23,79999924
16,20000076
13,5
26,60000038
22,79999924
23,89999962
15,60000038
21,39999962
19
43,90000153
10,39999962
11,10000038
11,80000019
10,69999981
12,39999962
17,29999924
10
12,39999962
16,29999924
25,60000038
15,89999962
15,89999962
14,5
9,300000191
8
15,19999981
13,80000019
16,60000038
20,10000038
12,39999962
16,89999962
11,39999962
21,10000038
14,19999981
19,39999962
22,5
21,39999962
11,39999962
17,29999924
15,19999981
18
10,69999981
12,80000019
13,80000019
11,10000038
10,69999981
16,60000038
10
14,89999962
21,79999924
20,39999962
18
10
11,39999962
8,300000191
6,900000095
7,599999905
19,29999924
25,20000076
10
16,60000038
25,60000038
14,5
10
10,69999981
7,900000095
44,59999847
20,70000076
6,199999809
25,20000076
15,19999981
8,600000381
9,300000191
19,70000076
14,19999981
21,79999924
20,10000038
30,39999962
8,300000191
21,39999962
30,39999962
28
16,60000038
14,19999981
9,699999809
23,89999962
10
11,80000019
14,5
15,19999981
14,19999981
13,89999962
15,89999962
18
7,599999905
14,19999981
16,89999962
16,89999962
11,39999962
32,79999924
8,600000381
13,10000038
14,89999962
15,60000038
22,5
11,69999981
20
11,10000038
10,69999981
14,5
10,39999962
16,60000038
13,10000038
20
20,39999962
11,39999962
13,5
19,70000076
20,39999962
10,69999981
13,5
17,29999924
18,70000076
10,39999962
10,39999962
12,10000038
9,699999809
9,699999809
23,79999924
10,69999981
7,599999905
15,30000019
6,900000095
18,29999924
27
12,10000038
10
25,20000076
10,39999962
14,5
12,10000038
15,89999962
10,69999981
15,19999981
22,10000038
7,599999905
12,5
14,19999981
19,70000076
12,10000038
9,699999809
9
11,80000019
17,60000038
23,79999924
16,60000038
14,5
17,60000038
11,39999962
23,5
18
14,19999981
14,89999962
13,89999962
17
12,39999962
11,39999962
10,69999981
17,60000038
14,5
12,80000019
6,900000095
10
36,29999924
25,60000038
15,89999962
14,89999962
13,5
15,19999981
13,10000038
15,5
24,89999962
14,19999981
14,19999981
11,10000038
10,80000019
15,89999962
6,199999809
23,5
14,89999962
34,20000076
26,60000038
9,300000191
16,89999962
11,10000038
18
8,600000381
8,600000381
10,69999981
10,69999981
16,60000038
14,19999981
12,80000019
11,39999962
27,60000038
64,59999847
12,80000019
13,5
18
16,20000076
32,59999847
12,5
11,10000038
9,399999619
16,60000038
16,89999962
15,19999981
10,80000019
10
15,89999962
13,80000019
23,10000038
12,5
17,29999924
23,20000076
13,80000019
10,69999981
8,600000381
11,39999962
14,89999962
10,39999962
62,59999847
13,5
13,80000019
39,40000153
18
11,10000038
10,69999981
10
10,69999981
9,399999619
14,19999981
9,699999809
6,900000095
24,20000076
27
5,599999905
22,79999924
14,19999981
39,40000153
14,19999981
12,80000019
11,39999962
12,80000019
14,5
9,300000191
12,80000019
22,79999924
22,5
10,39999962
8,300000191
19
