,Image ID,Cross section [nm^2],Mean per image,Confidence score,Average [nm^2],Standard Deviation [nm^2],Number Counted,Standard Error of Mean [nm^2],Number Density [nm^-2]
112,4,3.5,,0.771,,,,,
113,4,5.4,,0.77,,,,,
114,4,5.4,,0.766,,,,,
115,4,4.0,,0.761,,,,,
116,4,4.4,,0.725,,,,,
117,4,21.4,,0.717,,,,,
118,4,5.5,,0.713,,,,,
119,5,15.7,,0.881,,,,,
120,5,9.7,,0.869,,,,,
121,5,7.8,,0.866,,,,,
122,5,11.3,,0.854,,,,,
123,5,6.2,,0.851,,,,,
124,5,4.1,,0.843,,,,,
125,5,7.1,,0.841,,,,,
126,5,9.3,,0.835,,,,,
127,5,8.5,,0.834,,,,,
128,5,4.6,,0.834,,,,,
129,5,6.9,,0.83,,,,,
130,5,10.1,,0.816,,,,,
131,5,5.9,,0.816,,,,,
132,5,5.0,,0.814,,,,,
133,5,2.4,,0.812,,,,,
134,5,6.7,,0.803,,,,,
135,5,5.9,,0.797,,,,,
136,5,5.5,,0.782,,,,,
137,5,4.5,,0.776,,,,,
138,5,4.0,,0.77,,,,,
139,5,5.8,,0.765,,,,,
140,5,9.9,,0.747,,,,,
141,5,3.5,,0.734,,,,,
142,5,8.1,,0.727,,,,,
143,5,6.6,,0.722,,,,,
144,5,3.4,,0.703,,,,,
145,6,7.5,,0.865,,,,,
146,6,9.7,,0.862,,,,,
147,6,5.9,,0.86,,,,,
148,6,8.3,,0.855,,,,,
149,6,10.5,,0.853,,,,,
150,6,5.8,,0.851,,,,,
151,6,3.3,,0.849,,,,,
152,6,8.0,,0.845,,,,,
153,6,13.2,,0.836,,,,,
154,6,7.4,,0.835,,,,,
155,6,5.9,,0.834,,,,,
156,6,7.7,,0.833,,,,,
157,6,8.6,,0.831,,,,,
158,6,7.8,,0.831,,,,,
159,6,3.7,,0.829,,,,,
160,6,6.2,,0.817,,,,,
161,6,6.0,,0.8,,,,,
162,6,13.3,,0.771,,,,,
163,6,7.1,,0.767,,,,,
164,6,7.1,,0.749,,,,,
165,6,4.9,,0.738,,,,,
166,6,3.4,,0.732,,,,,
167,6,3.6,,0.717,,,,,
168,6,2.4,,0.69,,,,,
169,6,9.9,,0.678,,,,,
170,6,5.0,,0.67,,,,,
171,6,12.1,,0.628,,,,,
172,7,9.8,,0.865,,,,,
173,7,9.6,,0.863,,,,,
174,7,10.7,,0.86,,,,,
175,7,9.9,,0.857,,,,,
176,7,7.8,,0.851,,,,,
177,7,8.4,,0.849,,,,,
178,7,5.5,,0.837,,,,,
179,7,7.6,,0.835,,,,,
180,7,5.4,,0.835,,,,,
181,7,4.1,,0.83,,,,,
182,7,6.7,,0.826,,,,,
183,7,9.1,,0.823,,,,,
184,7,7.8,,0.814,,,,,
185,7,5.3,,0.807,,,,,
186,7,7.1,,0.803,,,,,
187,7,10.6,,0.783,,,,,
188,7,3.8,,0.774,,,,,
189,7,9.2,,0.774,,,,,
190,7,12.3,,0.772,,,,,
191,7,4.3,,0.769,,,,,
192,7,6.3,,0.76,,,,,
193,7,5.1,,0.755,,,,,
194,7,8.5,,0.75,,,,,
195,7,4.9,,0.749,,,,,
196,7,2.7,,0.736,,,,,
197,7,4.4,,0.722,,,,,
198,7,8.0,,0.701,,,,,
199,8,12.7,,0.854,,,,,
200,8,7.3,,0.852,,,,,
201,8,9.6,,0.845,,,,,
202,8,9.8,,0.838,,,,,
203,8,7.4,,0.836,,,,,
204,8,9.7,,0.835,,,,,
205,8,7.1,,0.821,,,,,
206,8,3.8,,0.82,,,,,
207,8,3.9,,0.82,,,,,
208,8,8.8,,0.818,,,,,
209,8,5.6,,0.817,,,,,
210,8,8.2,,0.817,,,,,
211,8,6.3,,0.803,,,,,
212,8,7.3,,0.79,,,,,
213,8,7.8,,0.788,,,,,
214,8,12.0,,0.785,,,,,
215,8,6.8,,0.783,,,,,
216,8,5.2,,0.781,,,,,
217,8,6.0,,0.76,,,,,
218,8,1.9,,0.734,,,,,
219,8,3.5,,0.686,,,,,
220,9,10.1,,0.866,,,,,
221,9,5.6,,0.854,,,,,
222,9,8.1,,0.847,,,,,
223,9,16.9,,0.839,,,,,
224,9,4.8,,0.83,,,,,
225,9,4.7,,0.83,,,,,
226,9,5.2,,0.828,,,,,
227,9,6.5,,0.824,,,,,
228,9,10.0,,0.82,,,,,
229,9,7.7,,0.817,,,,,
230,9,12.2,,0.805,,,,,
231,9,9.3,,0.802,,,,,
232,9,5.5,,0.795,,,,,
233,9,6.3,,0.792,,,,,
234,9,5.8,,0.788,,,,,
235,9,5.9,,0.784,,,,,
236,9,6.9,,0.768,,,,,
237,9,7.6,,0.766,,,,,
238,9,2.5,,0.758,,,,,
239,9,7.9,,0.755,,,,,
240,9,3.9,,0.753,,,,,
241,9,3.1,,0.749,,,,,
242,9,3.2,,0.741,,,,,
243,9,4.4,,0.667,,,,,
244,9,7.6,,0.66,,,,,
245,10,4.7,,0.893,,,,,
246,10,10.2,,0.864,,,,,
247,10,18.5,,0.863,,,,,
248,10,6.8,,0.852,,,,,
249,10,7.7,,0.848,,,,,
250,10,10.6,,0.846,,,,,
251,10,9.4,,0.844,,,,,
252,10,11.4,,0.837,,,,,
253,10,11.7,,0.835,,,,,
254,10,4.0,,0.834,,,,,
255,10,6.8,,0.831,,,,,
256,10,10.7,,0.813,,,,,
257,10,6.4,,0.806,,,,,
258,10,10.3,,0.805,,,,,
259,10,3.6,,0.791,,,,,
260,10,8.6,,0.784,,,,,
261,10,6.5,,0.78,,,,,
262,10,2.4,,0.74,,,,,
263,10,6.6,,0.74,,,,,
264,10,7.9,,0.73,,,,,
265,10,5.7,,0.722,,,,,
266,10,1.9,,0.721,,,,,
267,10,3.4,,0.704,,,,,
268,10,4.9,,0.676,,,,,
269,10,2.6,,0.67,,,,,
270,10,7.2,,0.666,,,,,
271,10,3.4,,0.63,,,,,
272,11,12.7,,0.857,,,,,
273,11,12.2,,0.847,,,,,
274,11,5.1,,0.84,,,,,
275,11,8.4,,0.831,,,,,
276,11,11.3,,0.821,,,,,
277,11,8.8,,0.816,,,,,
278,11,9.9,,0.797,,,,,
279,11,3.6,,0.788,,,,,
280,11,6.8,,0.785,,,,,
281,11,7.8,,0.783,,,,,
282,11,4.1,,0.776,,,,,
283,11,6.4,,0.752,,,,,
284,11,5.2,,0.749,,,,,
285,11,8.3,,0.71,,,,,
286,11,6.4,,0.681,,,,,
287,11,8.7,,0.673,,,,,
288,11,13.9,,0.634,,,,,
289,12,11.1,,0.888,,,,,
290,12,8.6,,0.874,,,,,
291,12,17.1,,0.845,,,,,
292,12,8.0,,0.837,,,,,
293,12,7.5,,0.837,,,,,
294,12,9.5,,0.821,,,,,
295,12,9.7,,0.812,,,,,
296,12,9.9,,0.809,,,,,
297,12,7.3,,0.806,,,,,
298,12,6.4,,0.798,,,,,
299,12,7.6,,0.794,,,,,
300,12,7.1,,0.792,,,,,
301,12,4.4,,0.773,,,,,
302,12,6.9,,0.759,,,,,
303,12,3.5,,0.754,,,,,
304,12,4.0,,0.749,,,,,
305,12,4.2,,0.729,,,,,
306,12,5.3,,0.706,,,,,
307,12,9.9,,0.706,,,,,
308,12,5.4,,0.664,,,,,
309,13,8.5,,0.869,,,,,
310,13,11.5,,0.865,,,,,
311,13,12.7,,0.856,,,,,
312,13,11.6,,0.854,,,,,
313,13,7.3,,0.853,,,,,
314,13,9.7,,0.85,,,,,
315,13,8.9,,0.841,,,,,
316,13,7.5,,0.836,,,,,
317,13,11.9,,0.824,,,,,
318,13,10.3,,0.818,,,,,
319,13,5.0,,0.813,,,,,
320,13,11.3,,0.807,,,,,
321,13,6.5,,0.805,,,,,
322,13,6.7,,0.8,,,,,
323,13,11.3,,0.773,,,,,
324,13,9.0,,0.768,,,,,
325,13,6.6,,0.762,,,,,
326,13,9.8,,0.726,,,,,
327,13,9.3,,0.723,,,,,
328,13,11.0,,0.715,,,,,
329,13,6.0,,0.682,,,,,
330,14,9.2,,0.874,,,,,
331,14,14.9,,0.873,,,,,
332,14,6.5,,0.864,,,,,
333,14,7.3,,0.861,,,,,
334,14,13.4,,0.854,,,,,
335,14,6.2,,0.846,,,,,
336,14,9.5,,0.846,,,,,
337,14,6.1,,0.84,,,,,
338,14,14.3,,0.826,,,,,
339,14,8.0,,0.821,,,,,
340,14,6.1,,0.82,,,,,
341,14,10.7,,0.819,,,,,
342,14,6.1,,0.818,,,,,
343,14,6.7,,0.805,,,,,
344,14,5.1,,0.804,,,,,
345,14,10.1,,0.79,,,,,
346,14,4.3,,0.758,,,,,
347,14,12.5,,0.755,,,,,
348,14,6.9,,0.717,,,,,
349,14,10.0,,0.704,,,,,
350,14,5.5,,0.66,,,,,
351,14,8.9,,0.629,,,,,
352,15,12.1,,0.867,,,,,
353,15,10.3,,0.863,,,,,
354,15,10.4,,0.855,,,,,
355,15,11.4,,0.854,,,,,
356,15,13.9,,0.843,,,,,
357,15,10.1,,0.843,,,,,
358,15,10.2,,0.807,,,,,
359,15,9.8,,0.803,,,,,
360,15,8.2,,0.78,,,,,
361,15,7.5,,0.778,,,,,
362,15,5.5,,0.759,,,,,
363,16,12.3,,0.875,,,,,
364,16,16.0,,0.864,,,,,
365,16,7.1,,0.851,,,,,
366,16,7.9,,0.838,,,,,
367,16,6.0,,0.831,,,,,
368,16,6.7,,0.83,,,,,
369,16,6.8,,0.828,,,,,
370,16,9.6,,0.826,,,,,
371,16,5.6,,0.817,,,,,
372,16,6.0,,0.81,,,,,
373,16,8.5,,0.81,,,,,
374,16,7.0,,0.797,,,,,
375,16,3.1,,0.792,,,,,
376,16,6.9,,0.789,,,,,
377,16,4.4,,0.773,,,,,
378,16,6.9,,0.764,,,,,
379,16,1.9,,0.707,,,,,
380,16,5.0,,0.694,,,,,
381,16,1.2,,0.691,,,,,
382,17,11.9,,0.873,,,,,
383,17,10.9,,0.871,,,,,
384,17,9.6,,0.858,,,,,
385,17,8.2,,0.854,,,,,
386,17,3.8,,0.854,,,,,
387,17,8.8,,0.84,,,,,
388,17,5.5,,0.835,,,,,
389,17,7.0,,0.832,,,,,
390,17,10.9,,0.829,,,,,
391,17,7.2,,0.823,,,,,
392,17,10.8,,0.819,,,,,
393,17,8.1,,0.816,,,,,
394,17,5.2,,0.789,,,,,
395,17,7.9,,0.778,,,,,
396,17,10.8,,0.769,,,,,
397,17,6.5,,0.766,,,,,
398,17,7.1,,0.753,,,,,
399,17,3.7,,0.734,,,,,
400,17,3.8,,0.732,,,,,
401,17,5.8,,0.69,,,,,
402,17,2.7,,0.668,,,,,
403,17,2.3,,0.644,,,,,
404,18,4.4,,0.872,,,,,
405,18,17.3,,0.863,,,,,
406,18,8.3,,0.858,,,,,
407,18,7.3,,0.849,,,,,
408,18,9.8,,0.848,,,,,
409,18,14.4,,0.846,,,,,
410,18,7.9,,0.843,,,,,
411,18,9.2,,0.839,,,,,
412,18,6.9,,0.836,,,,,
413,18,9.0,,0.835,,,,,
414,18,8.2,,0.823,,,,,
415,18,7.4,,0.82,,,,,
416,18,6.4,,0.813,,,,,
417,18,8.7,,0.807,,,,,
418,18,4.9,,0.802,,,,,
419,18,4.0,,0.796,,,,,
420,18,3.8,,0.768,,,,,
421,18,3.2,,0.764,,,,,
422,18,5.4,,0.749,,,,,
423,18,5.0,,0.713,,,,,
424,18,3.8,,0.705,,,,,
425,18,3.7,,0.693,,,,,
426,18,5.8,,0.691,,,,,
427,18,11.7,,0.683,,,,,
428,19,5.3,,0.866,,,,,
429,19,10.7,,0.861,,,,,
430,19,6.2,,0.856,,,,,
431,19,4.3,,0.855,,,,,
432,19,5.6,,0.855,,,,,
433,19,9.4,,0.848,,,,,
434,19,8.2,,0.843,,,,,
435,19,11.6,,0.829,,,,,
436,19,12.0,,0.793,,,,,
437,19,3.7,,0.785,,,,,
438,19,5.1,,0.784,,,,,
439,19,8.9,,0.782,,,,,
440,19,3.9,,0.775,,,,,
441,19,6.6,,0.761,,,,,
442,19,2.3,,0.748,,,,,
443,19,7.7,,0.734,,,,,
444,19,9.0,,0.624,,,,,
445,20,9.6,,0.878,,,,,
446,20,10.7,,0.876,,,,,
447,20,10.6,,0.862,,,,,
448,20,8.5,,0.861,,,,,
449,20,4.7,,0.859,,,,,
450,20,8.4,,0.848,,,,,
451,20,6.1,,0.842,,,,,
452,20,6.7,,0.838,,,,,
453,20,8.7,,0.834,,,,,
454,20,4.2,,0.831,,,,,
455,20,6.2,,0.83,,,,,
456,20,11.0,,0.826,,,,,
457,20,8.0,,0.825,,,,,
458,20,2.8,,0.817,,,,,
459,20,4.0,,0.799,,,,,
460,20,5.3,,0.792,,,,,
461,20,6.7,,0.789,,,,,
462,20,9.1,,0.786,,,,,
463,20,7.4,,0.785,,,,,
464,20,7.3,,0.762,,,,,
465,20,2.8,,0.751,,,,,
466,21,15.6,,0.895,,,,,
467,21,10.6,,0.872,,,,,
468,21,9.3,,0.87,,,,,
469,21,7.7,,0.863,,,,,
470,21,11.1,,0.861,,,,,
471,21,9.1,,0.86,,,,,
472,21,6.8,,0.854,,,,,
473,21,9.3,,0.852,,,,,
474,21,9.4,,0.85,,,,,
475,21,8.3,,0.838,,,,,
476,21,7.9,,0.832,,,,,
477,21,9.1,,0.829,,,,,
478,21,7.2,,0.829,,,,,
479,21,5.0,,0.815,,,,,
480,21,7.1,,0.812,,,,,
481,21,9.1,,0.807,,,,,
482,21,3.8,,0.807,,,,,
483,21,4.1,,0.804,,,,,
484,21,7.5,,0.804,,,,,
485,21,3.8,,0.798,,,,,
486,21,6.4,,0.785,,,,,
487,21,2.9,,0.777,,,,,
488,21,6.0,,0.767,,,,,
489,21,6.7,,0.747,,,,,
490,22,7.5,,0.888,,,,,
491,22,5.7,,0.885,,,,,
492,22,9.3,,0.867,,,,,
493,22,5.7,,0.841,,,,,
494,22,11.8,,0.839,,,,,
495,22,5.6,,0.835,,,,,
496,22,8.5,,0.831,,,,,
497,22,7.0,,0.829,,,,,
498,22,9.7,,0.825,,,,,
499,22,4.3,,0.822,,,,,
500,22,5.0,,0.815,,,,,
501,22,7.5,,0.812,,,,,
502,22,4.6,,0.807,,,,,
503,22,3.6,,0.799,,,,,
504,22,9.1,,0.799,,,,,
505,22,6.2,,0.798,,,,,
506,22,4.4,,0.79,,,,,
507,22,3.1,,0.789,,,,,
508,22,2.6,,0.764,,,,,
509,22,4.2,,0.76,,,,,
510,22,7.1,,0.755,,,,,
511,22,7.1,,0.72,,,,,
512,22,8.8,,0.719,,,,,
513,22,3.8,,0.718,,,,,
514,22,5.3,,0.705,,,,,
515,22,4.6,,0.697,,,,,
516,22,3.3,,0.673,,,,,
517,22,1.8,,0.656,,,,,
518,23,16.6,,0.887,,,,,
519,23,8.8,,0.864,,,,,
520,23,9.0,,0.86,,,,,
521,23,12.5,,0.859,,,,,
522,23,11.6,,0.85,,,,,
523,23,4.1,,0.848,,,,,
524,23,8.0,,0.847,,,,,
525,23,4.7,,0.847,,,,,
526,23,6.8,,0.839,,,,,
527,23,4.7,,0.836,,,,,
528,23,6.1,,0.835,,,,,
529,23,10.1,,0.83,,,,,
530,23,5.5,,0.829,,,,,
531,23,6.1,,0.824,,,,,
532,23,8.4,,0.815,,,,,
533,23,8.6,,0.814,,,,,
534,23,3.3,,0.814,,,,,
535,23,8.4,,0.806,,,,,
536,23,7.1,,0.801,,,,,
537,23,7.2,,0.793,,,,,
538,23,5.8,,0.792,,,,,
539,23,3.7,,0.78,,,,,
540,23,9.2,,0.77,,,,,
541,23,9.5,,0.761,,,,,
542,23,4.5,,0.754,,,,,
543,23,10.5,,0.724,,,,,
544,23,7.6,,0.66,,,,,
545,24,15.1,,0.877,,,,,
546,24,12.6,,0.873,,,,,
547,24,11.8,,0.866,,,,,
548,24,10.7,,0.866,,,,,
549,24,8.7,,0.855,,,,,
550,24,11.1,,0.854,,,,,
551,24,8.2,,0.848,,,,,
552,24,10.5,,0.846,,,,,
553,24,9.1,,0.832,,,,,
554,24,9.5,,0.824,,,,,
555,24,8.5,,0.823,,,,,
556,24,5.8,,0.815,,,,,
557,24,6.9,,0.808,,,,,
558,24,7.3,,0.802,,,,,
559,24,9.2,,0.801,,,,,
560,24,7.3,,0.8,,,,,
561,24,7.4,,0.78,,,,,
562,24,7.2,,0.776,,,,,
563,24,3.8,,0.768,,,,,
564,24,5.4,,0.748,,,,,
565,24,6.0,,0.707,,,,,
566,24,4.3,,0.654,,,,,
567,24,5.2,,0.633,,,,,
568,24,6.9,,0.626,,,,,
569,24,4.8,,0.611,,,,,
570,25,9.7,,0.874,,,,,
571,25,14.1,,0.873,,,,,
572,25,11.8,,0.862,,,,,
573,25,5.2,,0.845,,,,,
574,25,10.8,,0.842,,,,,
575,25,10.1,,0.835,,,,,
576,25,10.5,,0.835,,,,,
577,25,12.9,,0.834,,,,,
578,25,9.7,,0.828,,,,,
579,25,9.5,,0.817,,,,,
580,25,8.5,,0.816,,,,,
581,25,12.1,,0.811,,,,,
582,25,11.4,,0.805,,,,,
583,25,7.8,,0.799,,,,,
584,25,8.7,,0.794,,,,,
585,25,6.3,,0.79,,,,,
586,25,7.3,,0.785,,,,,
587,25,10.1,,0.768,,,,,
588,25,8.0,,0.753,,,,,
589,25,11.6,,0.713,,,,,
590,26,13.1,,0.886,,,,,
591,26,11.9,,0.86,,,,,
592,26,9.2,,0.848,,,,,
593,26,5.9,,0.84,,,,,
594,26,5.8,,0.831,,,,,
595,26,8.2,,0.823,,,,,
596,26,5.4,,0.814,,,,,
597,26,9.2,,0.808,,,,,
598,26,13.7,,0.8,,,,,
599,26,10.7,,0.799,,,,,
600,26,14.6,,0.776,,,,,
601,26,9.5,,0.773,,,,,
602,26,14.7,,0.762,,,,,
603,26,9.6,,0.73,,,,,
604,26,6.5,,0.711,,,,,
605,26,6.5,,0.702,,,,,
606,26,5.2,,0.702,,,,,
607,26,8.2,,0.662,,,,,
608,27,11.1,,0.863,,,,,
609,27,7.6,,0.857,,,,,
610,27,8.0,,0.853,,,,,
611,27,7.8,,0.85,,,,,
612,27,10.5,,0.84,,,,,
613,27,13.4,,0.834,,,,,
614,27,11.0,,0.834,,,,,
615,27,4.7,,0.811,,,,,
616,27,7.0,,0.798,,,,,
617,27,10.5,,0.798,,,,,
618,27,15.2,,0.793,,,,,
619,27,9.3,,0.788,,,,,
620,27,6.4,,0.786,,,,,
621,27,12.0,,0.776,,,,,
622,27,4.3,,0.712,,,,,
623,27,9.6,,0.674,,,,,
624,28,7.4,,0.874,,,,,
625,28,11.1,,0.873,,,,,
626,28,7.3,,0.852,,,,,
627,28,9.1,,0.848,,,,,
628,28,9.8,,0.848,,,,,
629,28,6.0,,0.839,,,,,
630,28,5.0,,0.838,,,,,
631,28,12.2,,0.835,,,,,
632,28,3.7,,0.829,,,,,
633,28,8.9,,0.829,,,,,
634,28,7.3,,0.825,,,,,
635,28,8.5,,0.821,,,,,
636,28,5.9,,0.812,,,,,
637,28,11.0,,0.796,,,,,
638,28,9.6,,0.792,,,,,
639,28,4.0,,0.787,,,,,
640,28,8.5,,0.777,,,,,
641,28,3.7,,0.769,,,,,
642,28,11.9,,0.73,,,,,
643,28,10.4,,0.727,,,,,
644,28,7.9,,0.702,,,,,
645,29,8.0,,0.853,,,,,
646,29,13.5,,0.845,,,,,
647,29,3.7,,0.844,,,,,
648,29,8.5,,0.82,,,,,
649,29,9.5,,0.819,,,,,
650,29,7.9,,0.805,,,,,
651,29,13.3,,0.803,,,,,
652,29,4.3,,0.793,,,,,
653,29,10.3,,0.783,,,,,
654,29,14.2,,0.767,,,,,
655,29,7.1,,0.76,,,,,
656,29,5.0,,0.745,,,,,
657,29,16.6,,0.728,,,,,
658,29,10.1,,0.715,,,,,
659,29,9.5,,0.679,,,,,
660,29,10.6,,0.626,,,,,
