,Image ID,Cross section DF [nm^2],Mean per image,Confidence score,Average [nm^2],Standard Deviation [nm^2],Number Counted,Standard Error of Mean [nm^2],Number Density [nm^-2]
57,0,561.3,,0.635,,,,,
58,0,712.7,,0.634,,,,,
59,0,426.8,,0.634,,,,,
60,0,540.8,,0.634,,,,,
61,0,593.3,,0.634,,,,,
62,0,610.9,,0.633,,,,,
63,0,693.1,,0.633,,,,,
64,0,439.2,,0.633,,,,,
65,0,548.2,,0.633,,,,,
66,0,466.7,,0.632,,,,,
67,0,717.8,,0.632,,,,,
68,0,801.8,,0.632,,,,,
69,0,557.8,,0.632,,,,,
70,0,590.5,,0.632,,,,,
71,0,415.5,,0.632,,,,,
72,0,659.4,,0.632,,,,,
73,0,751.4,,0.631,,,,,
74,0,547.8,,0.631,,,,,
75,0,442.0,,0.631,,,,,
76,0,670.1,,0.631,,,,,
77,0,608.3,,0.63,,,,,
78,0,398.6,,0.63,,,,,
79,0,548.8,,0.63,,,,,
80,0,564.1,,0.63,,,,,
81,0,379.2,,0.629,,,,,
82,0,533.8,,0.629,,,,,
83,0,455.2,,0.629,,,,,
84,0,806.1,,0.629,,,,,
85,0,737.2,,0.628,,,,,
86,0,618.9,,0.628,,,,,
87,0,735.6,,0.627,,,,,
88,0,514.5,,0.627,,,,,
89,0,647.9,,0.626,,,,,
90,0,481.8,,0.626,,,,,
91,0,634.3,,0.626,,,,,
92,0,616.7,,0.626,,,,,
93,0,686.5,,0.625,,,,,
94,0,453.9,,0.625,,,,,
95,0,485.1,,0.624,,,,,
96,0,868.7,,0.623,,,,,
97,0,413.0,,0.622,,,,,
98,0,612.9,,0.622,,,,,
99,0,735.6,,0.621,,,,,
100,0,579.8,,0.621,,,,,
101,0,409.9,,0.621,,,,,
102,0,457.1,,0.621,,,,,
103,0,514.5,,0.621,,,,,
104,0,488.8,,0.621,,,,,
105,0,660.2,,0.62,,,,,
106,0,445.4,,0.62,,,,,
107,0,697.8,,0.619,,,,,
108,0,433.5,,0.618,,,,,
109,0,498.5,,0.618,,,,,
110,0,362.5,,0.617,,,,,
111,0,451.3,,0.617,,,,,
112,0,387.3,,0.617,,,,,
113,0,961.9,,0.617,,,,,
114,0,629.1,,0.617,,,,,
115,0,393.7,,0.617,,,,,
116,0,391.4,,0.616,,,,,
117,0,362.1,,0.616,,,,,
118,0,432.2,,0.615,,,,,
119,0,302.5,,0.615,,,,,
120,0,661.0,,0.614,,,,,
121,0,1521.4,,0.614,,,,,
122,0,1537.6,,0.613,,,,,
123,0,416.1,,0.613,,,,,
124,0,192.0,,0.612,,,,,
125,0,705.5,,0.612,,,,,
126,0,1618.5,,0.612,,,,,
127,0,425.6,,0.61,,,,,
128,0,481.6,,0.61,,,,,
129,0,496.8,,0.61,,,,,
130,0,493.0,,0.61,,,,,
131,0,372.1,,0.61,,,,,
132,0,604.5,,0.61,,,,,
133,0,375.9,,0.609,,,,,
134,0,451.0,,0.609,,,,,
135,0,542.2,,0.608,,,,,
136,0,363.8,,0.608,,,,,
137,0,516.1,,0.608,,,,,
138,0,438.2,,0.607,,,,,
139,0,299.9,,0.606,,,,,
140,0,586.9,,0.606,,,,,
141,0,470.3,,0.605,,,,,
142,0,450.3,,0.605,,,,,
143,0,428.2,,0.604,,,,,
144,0,358.7,,0.604,,,,,
145,0,499.0,,0.603,,,,,
146,0,327.1,,0.603,,,,,
147,0,332.2,,0.602,,,,,
148,0,333.7,,0.602,,,,,
149,0,427.6,,0.602,,,,,
150,0,366.1,,0.602,,,,,
151,0,379.4,,0.601,,,,,
152,0,391.0,,0.601,,,,,
153,0,308.7,,0.598,,,,,
154,0,388.8,,0.598,,,,,
155,0,405.0,,0.598,,,,,
156,0,445.1,,0.598,,,,,
157,0,338.8,,0.597,,,,,
158,0,402.5,,0.597,,,,,
159,0,380.2,,0.596,,,,,
160,0,667.2,,0.596,,,,,
161,0,370.0,,0.596,,,,,
162,0,297.5,,0.596,,,,,
163,0,288.2,,0.596,,,,,
164,0,277.2,,0.595,,,,,
165,0,377.0,,0.595,,,,,
166,0,324.3,,0.595,,,,,
167,0,774.0,,0.594,,,,,
168,0,298.6,,0.594,,,,,
169,0,407.9,,0.593,,,,,
170,0,342.4,,0.593,,,,,
171,0,642.9,,0.592,,,,,
172,0,396.7,,0.591,,,,,
173,0,285.1,,0.591,,,,,
174,0,390.8,,0.59,,,,,
175,0,249.7,,0.589,,,,,
176,0,341.5,,0.587,,,,,
177,0,510.2,,0.587,,,,,
178,0,269.3,,0.585,,,,,
179,0,347.0,,0.585,,,,,
180,0,347.4,,0.584,,,,,
181,0,429.5,,0.584,,,,,
182,0,469.6,,0.584,,,,,
183,0,348.5,,0.584,,,,,
184,0,518.6,,0.583,,,,,
185,0,493.0,,0.583,,,,,
186,0,382.8,,0.582,,,,,
187,0,393.4,,0.582,,,,,
188,0,350.7,,0.581,,,,,
189,0,389.7,,0.581,,,,,
190,0,461.9,,0.58,,,,,
191,0,605.5,,0.58,,,,,
192,0,267.8,,0.58,,,,,
193,0,498.1,,0.578,,,,,
194,0,257.9,,0.578,,,,,
195,0,363.3,,0.578,,,,,
196,0,346.2,,0.577,,,,,
197,0,296.3,,0.577,,,,,
198,0,300.6,,0.577,,,,,
199,0,531.2,,0.576,,,,,
200,0,284.6,,0.576,,,,,
201,0,328.2,,0.575,,,,,
202,0,243.7,,0.574,,,,,
203,0,448.4,,0.574,,,,,
204,0,585.7,,0.573,,,,,
205,0,241.3,,0.572,,,,,
206,0,367.3,,0.572,,,,,
207,0,298.2,,0.571,,,,,
208,0,464.4,,0.57,,,,,
209,0,404.3,,0.569,,,,,
210,0,420.8,,0.568,,,,,
211,0,335.2,,0.567,,,,,
212,0,374.9,,0.566,,,,,
213,0,539.3,,0.565,,,,,
214,0,226.9,,0.564,,,,,
215,0,326.5,,0.564,,,,,
216,0,438.3,,0.563,,,,,
217,0,329.3,,0.563,,,,,
218,0,517.4,,0.563,,,,,
219,0,399.5,,0.563,,,,,
220,0,421.7,,0.562,,,,,
221,0,945.0,,0.562,,,,,
222,0,372.7,,0.562,,,,,
223,0,307.0,,0.56,,,,,
224,0,411.8,,0.559,,,,,
225,0,267.1,,0.558,,,,,
226,0,278.6,,0.558,,,,,
227,0,365.4,,0.557,,,,,
228,0,516.7,,0.557,,,,,
229,0,321.9,,0.557,,,,,
230,0,345.3,,0.556,,,,,
231,0,380.9,,0.556,,,,,
232,0,530.6,,0.555,,,,,
233,0,188.4,,0.555,,,,,
234,0,422.7,,0.554,,,,,
235,0,332.1,,0.554,,,,,
236,0,260.1,,0.554,,,,,
237,0,245.7,,0.554,,,,,
238,0,1495.5,,0.554,,,,,
239,0,372.6,,0.554,,,,,
240,0,250.4,,0.553,,,,,
241,0,331.7,,0.553,,,,,
242,0,378.6,,0.553,,,,,
243,0,291.3,,0.552,,,,,
244,0,347.8,,0.552,,,,,
245,0,295.8,,0.552,,,,,
246,0,379.6,,0.552,,,,,
247,0,417.5,,0.552,,,,,
248,0,381.7,,0.551,,,,,
249,0,286.1,,0.551,,,,,
250,0,345.1,,0.55,,,,,
251,0,301.2,,0.55,,,,,
252,0,340.9,,0.55,,,,,
253,0,331.9,,0.549,,,,,
254,0,337.7,,0.546,,,,,
255,0,329.1,,0.543,,,,,
256,0,281.1,,0.541,,,,,
257,0,454.7,,0.538,,,,,
258,0,305.2,,0.536,,,,,
259,0,387.0,,0.536,,,,,
260,0,454.4,,0.532,,,,,
261,0,347.7,,0.532,,,,,
262,0,320.0,,0.532,,,,,
263,0,473.6,,0.529,,,,,
264,0,423.5,,0.528,,,,,
265,0,390.7,,0.527,,,,,
266,0,203.9,,0.527,,,,,
267,0,290.7,,0.526,,,,,
268,0,279.9,,0.525,,,,,
269,0,412.7,,0.525,,,,,
270,0,335.4,,0.525,,,,,
271,0,269.3,,0.522,,,,,
272,0,307.5,,0.518,,,,,
273,0,263.0,,0.516,,,,,
274,0,346.2,,0.514,,,,,
275,0,259.3,,0.512,,,,,
276,0,180.4,,0.508,,,,,
277,0,333.6,,0.507,,,,,
278,0,376.4,,0.502,,,,,
279,0,278.6,,0.5,,,,,
280,0,263.1,,0.499,,,,,
281,0,330.9,,0.494,,,,,
282,0,536.7,,0.491,,,,,
283,0,440.0,,0.49,,,,,
284,0,272.3,,0.486,,,,,
285,0,202.3,,0.485,,,,,
286,0,417.0,,0.483,,,,,
287,0,1036.7,,0.483,,,,,
288,0,265.9,,0.476,,,,,
289,0,324.8,,0.47,,,,,
290,0,286.4,,0.466,,,,,
291,0,368.0,,0.461,,,,,
292,0,179.2,,0.457,,,,,
293,0,452.5,,0.455,,,,,
294,0,222.3,,0.454,,,,,
295,0,199.6,,0.453,,,,,
296,0,238.7,,0.45,,,,,
297,0,1355.7,,0.437,,,,,
298,0,221.8,,0.436,,,,,
299,0,185.2,,0.421,,,,,
300,0,207.9,,0.414,,,,,
301,0,227.6,,0.405,,,,,
302,0,2178.5,,0.394,,,,,
303,0,229.9,,0.392,,,,,
304,0,964.7,,0.381,,,,,
305,0,1048.1,,0.366,,,,,
306,0,553.9,,0.364,,,,,
307,0,183.0,,0.358,,,,,
308,0,556.3,,0.355,,,,,
309,0,329.1,,0.353,,,,,
310,0,228.7,,0.349,,,,,
311,0,244.2,,0.346,,,,,
312,0,149.3,,0.341,,,,,
313,0,261.2,,0.338,,,,,
314,0,348.1,,0.328,,,,,
315,0,452.0,,0.304,,,,,
316,0,198.9,,0.298,,,,,
317,0,535.5,,0.297,,,,,
318,0,183.2,,0.287,,,,,
319,0,415.3,,0.285,,,,,
320,0,725.4,,0.282,,,,,
321,0,1129.7,,0.277,,,,,
322,0,527.2,,0.276,,,,,
323,0,408.2,,0.274,,,,,
324,0,308.8,,0.272,,,,,
325,0,325.2,,0.27,,,,,
326,0,1162.4,,0.264,,,,,
327,0,436.3,,0.263,,,,,
328,0,165.0,,0.261,,,,,
329,0,352.6,,0.258,,,,,
330,0,125.6,,0.253,,,,,
331,0,499.5,,0.251,,,,,
332,1,1571.2,,0.721,,,,,
333,1,2236.1,,0.693,,,,,
334,1,1883.7,,0.691,,,,,
335,1,913.0,,0.69,,,,,
336,1,1244.3,,0.69,,,,,
337,1,1470.9,,0.689,,,,,
338,1,1102.0,,0.685,,,,,
339,1,1108.7,,0.683,,,,,
340,1,961.4,,0.682,,,,,
341,1,879.1,,0.681,,,,,
342,1,770.9,,0.678,,,,,
343,1,952.1,,0.675,,,,,
344,1,650.9,,0.673,,,,,
345,1,891.0,,0.67,,,,,
346,1,663.4,,0.67,,,,,
347,1,874.8,,0.67,,,,,
348,1,787.4,,0.668,,,,,
349,1,861.2,,0.667,,,,,
350,1,875.3,,0.666,,,,,
351,1,894.9,,0.665,,,,,
352,1,613.5,,0.661,,,,,
353,1,568.8,,0.661,,,,,
354,1,528.7,,0.66,,,,,
355,1,621.1,,0.66,,,,,
356,1,649.7,,0.66,,,,,
357,1,551.3,,0.659,,,,,
358,1,732.5,,0.659,,,,,
359,1,850.2,,0.659,,,,,
360,1,955.6,,0.655,,,,,
361,1,997.0,,0.654,,,,,
362,1,1236.1,,0.654,,,,,
363,1,577.4,,0.653,,,,,
364,1,699.4,,0.652,,,,,
365,1,691.3,,0.652,,,,,
366,1,677.3,,0.651,,,,,
367,1,771.8,,0.651,,,,,
368,1,788.6,,0.651,,,,,
369,1,886.6,,0.649,,,,,
370,1,828.4,,0.648,,,,,
371,1,858.8,,0.648,,,,,
372,1,521.0,,0.647,,,,,
373,1,691.8,,0.647,,,,,
374,1,925.9,,0.646,,,,,
375,1,871.4,,0.646,,,,,
376,1,645.3,,0.646,,,,,
377,1,548.3,,0.645,,,,,
378,1,527.1,,0.645,,,,,
379,1,427.5,,0.645,,,,,
380,1,596.9,,0.645,,,,,
381,1,576.2,,0.644,,,,,
382,1,871.8,,0.644,,,,,
383,1,659.3,,0.644,,,,,
384,1,573.1,,0.644,,,,,
385,1,598.8,,0.644,,,,,
386,1,459.4,,0.643,,,,,
387,1,828.3,,0.642,,,,,
388,1,728.0,,0.642,,,,,
389,1,487.9,,0.642,,,,,
390,1,646.1,,0.641,,,,,
391,1,576.2,,0.641,,,,,
392,1,711.2,,0.641,,,,,
393,1,537.8,,0.64,,,,,
394,1,901.9,,0.64,,,,,
395,1,540.0,,0.64,,,,,
396,1,792.3,,0.639,,,,,
397,1,544.7,,0.638,,,,,
398,1,742.9,,0.638,,,,,
399,1,839.9,,0.638,,,,,
400,1,488.3,,0.638,,,,,
401,1,714.8,,0.638,,,,,
402,1,600.7,,0.637,,,,,
403,1,620.2,,0.637,,,,,
404,1,644.8,,0.637,,,,,
405,1,720.6,,0.637,,,,,
406,1,562.0,,0.637,,,,,
407,1,760.9,,0.637,,,,,
408,1,919.1,,0.636,,,,,
409,1,460.6,,0.636,,,,,
410,1,577.9,,0.635,,,,,
411,1,611.9,,0.635,,,,,
412,1,537.8,,0.635,,,,,
413,1,907.0,,0.635,,,,,
414,1,727.2,,0.635,,,,,
415,1,576.1,,0.634,,,,,
416,1,521.1,,0.632,,,,,
417,1,498.4,,0.632,,,,,
418,1,748.0,,0.632,,,,,
419,1,621.0,,0.632,,,,,
420,1,444.3,,0.632,,,,,
421,1,451.2,,0.632,,,,,
422,1,704.6,,0.631,,,,,
423,1,677.2,,0.631,,,,,
424,1,845.0,,0.631,,,,,
425,1,829.7,,0.631,,,,,
426,1,723.6,,0.63,,,,,
427,1,872.5,,0.629,,,,,
428,1,526.9,,0.629,,,,,
429,1,674.4,,0.629,,,,,
430,1,753.6,,0.629,,,,,
431,1,600.6,,0.628,,,,,
432,1,856.0,,0.628,,,,,
433,1,741.0,,0.628,,,,,
434,1,488.4,,0.626,,,,,
435,1,704.1,,0.626,,,,,
436,1,1114.3,,0.626,,,,,
437,1,754.8,,0.625,,,,,
438,1,646.3,,0.624,,,,,
439,1,516.6,,0.624,,,,,
440,1,733.3,,0.624,,,,,
441,1,486.6,,0.624,,,,,
442,1,495.1,,0.624,,,,,
443,1,551.1,,0.623,,,,,
444,1,614.7,,0.623,,,,,
445,1,573.0,,0.622,,,,,
446,1,570.1,,0.622,,,,,
447,1,635.8,,0.621,,,,,
448,1,532.8,,0.621,,,,,
449,1,620.1,,0.62,,,,,
450,1,443.9,,0.62,,,,,
451,1,615.8,,0.619,,,,,
452,1,424.2,,0.619,,,,,
453,1,683.9,,0.619,,,,,
454,1,595.9,,0.619,,,,,
455,1,655.7,,0.618,,,,,
456,1,723.6,,0.618,,,,,
457,1,800.8,,0.618,,,,,
458,1,523.4,,0.618,,,,,
459,1,642.7,,0.618,,,,,
460,1,520.3,,0.616,,,,,
461,1,524.9,,0.615,,,,,
462,1,659.1,,0.615,,,,,
463,1,669.9,,0.614,,,,,
464,1,654.6,,0.614,,,,,
465,1,427.6,,0.613,,,,,
466,1,532.0,,0.612,,,,,
467,1,793.5,,0.612,,,,,
468,1,745.6,,0.612,,,,,
469,1,681.0,,0.611,,,,,
470,1,546.8,,0.611,,,,,
471,1,735.2,,0.611,,,,,
472,1,361.7,,0.61,,,,,
473,1,659.4,,0.61,,,,,
474,1,410.2,,0.609,,,,,
475,1,493.0,,0.609,,,,,
476,1,439.2,,0.609,,,,,
477,1,484.6,,0.609,,,,,
478,1,1377.3,,0.609,,,,,
479,1,481.4,,0.608,,,,,
480,1,868.9,,0.608,,,,,
481,1,487.5,,0.607,,,,,
482,1,388.0,,0.607,,,,,
483,1,474.1,,0.607,,,,,
484,1,419.5,,0.607,,,,,
485,1,653.2,,0.606,,,,,
486,1,528.9,,0.606,,,,,
487,1,400.4,,0.605,,,,,
488,1,581.7,,0.605,,,,,
489,1,545.6,,0.604,,,,,
490,1,496.5,,0.604,,,,,
491,1,596.0,,0.604,,,,,
492,1,640.4,,0.604,,,,,
493,1,614.3,,0.604,,,,,
494,1,455.0,,0.603,,,,,
495,1,436.9,,0.603,,,,,
496,1,584.8,,0.602,,,,,
497,1,546.1,,0.602,,,,,
498,1,559.9,,0.602,,,,,
499,1,533.9,,0.602,,,,,
500,1,396.7,,0.601,,,,,
501,1,456.1,,0.601,,,,,
502,1,392.8,,0.6,,,,,
503,1,460.5,,0.6,,,,,
504,1,553.1,,0.599,,,,,
505,1,418.0,,0.599,,,,,
506,1,572.0,,0.599,,,,,
507,1,462.3,,0.599,,,,,
508,1,637.0,,0.597,,,,,
509,1,434.3,,0.595,,,,,
510,1,331.9,,0.594,,,,,
511,1,640.4,,0.592,,,,,
512,1,460.2,,0.591,,,,,
513,1,521.9,,0.591,,,,,
514,1,583.6,,0.591,,,,,
515,1,515.0,,0.59,,,,,
516,1,359.9,,0.59,,,,,
517,1,444.9,,0.589,,,,,
518,1,485.0,,0.587,,,,,
519,1,485.5,,0.587,,,,,
520,1,426.6,,0.585,,,,,
521,1,572.2,,0.584,,,,,
522,1,488.9,,0.584,,,,,
523,1,468.5,,0.583,,,,,
524,1,614.0,,0.583,,,,,
525,1,464.1,,0.582,,,,,
526,1,496.9,,0.582,,,,,
527,1,444.5,,0.58,,,,,
528,1,484.7,,0.578,,,,,
529,1,472.8,,0.577,,,,,
530,1,1442.8,,0.577,,,,,
531,1,635.3,,0.577,,,,,
532,1,578.8,,0.577,,,,,
533,1,265.6,,0.576,,,,,
534,1,419.1,,0.576,,,,,
535,1,508.3,,0.575,,,,,
536,1,474.2,,0.574,,,,,
537,1,438.1,,0.574,,,,,
538,1,443.6,,0.573,,,,,
539,1,417.3,,0.573,,,,,
540,1,487.9,,0.572,,,,,
541,1,415.9,,0.57,,,,,
542,1,395.6,,0.57,,,,,
543,1,504.2,,0.569,,,,,
544,1,390.0,,0.569,,,,,
545,1,650.7,,0.569,,,,,
546,1,642.4,,0.569,,,,,
547,1,290.6,,0.566,,,,,
548,1,439.3,,0.562,,,,,
549,1,986.1,,0.562,,,,,
550,1,406.7,,0.56,,,,,
551,1,485.8,,0.56,,,,,
552,1,327.9,,0.558,,,,,
553,1,484.3,,0.558,,,,,
554,1,305.2,,0.558,,,,,
555,1,404.6,,0.558,,,,,
556,1,508.4,,0.556,,,,,
557,1,590.2,,0.555,,,,,
558,1,372.9,,0.554,,,,,
559,1,684.1,,0.554,,,,,
560,1,461.7,,0.552,,,,,
561,1,463.6,,0.552,,,,,
562,1,371.1,,0.551,,,,,
563,1,644.5,,0.551,,,,,
564,1,523.7,,0.55,,,,,
565,1,448.9,,0.549,,,,,
566,1,484.8,,0.549,,,,,
567,1,385.8,,0.548,,,,,
568,1,855.7,,0.545,,,,,
569,1,444.6,,0.543,,,,,
570,1,361.0,,0.543,,,,,
571,1,317.9,,0.541,,,,,
572,1,399.7,,0.541,,,,,
573,1,495.3,,0.54,,,,,
574,1,311.8,,0.539,,,,,
575,1,447.2,,0.536,,,,,
576,1,367.3,,0.536,,,,,
577,1,1469.8,,0.534,,,,,
578,1,590.1,,0.531,,,,,
579,1,323.4,,0.531,,,,,
580,1,371.8,,0.529,,,,,
581,1,460.4,,0.529,,,,,
582,1,414.3,,0.527,,,,,
583,1,395.0,,0.526,,,,,
584,1,332.8,,0.524,,,,,
585,1,370.4,,0.521,,,,,
586,1,332.3,,0.521,,,,,
587,1,399.8,,0.52,,,,,
588,1,478.0,,0.518,,,,,
589,1,366.6,,0.517,,,,,
590,1,398.3,,0.516,,,,,
591,1,356.4,,0.515,,,,,
592,1,401.6,,0.515,,,,,
593,1,461.6,,0.515,,,,,
594,1,416.9,,0.512,,,,,
595,1,360.1,,0.511,,,,,
596,1,297.0,,0.508,,,,,
597,1,314.0,,0.507,,,,,
598,1,382.7,,0.504,,,,,
599,1,345.2,,0.504,,,,,
600,1,450.3,,0.502,,,,,
601,1,372.3,,0.501,,,,,
602,1,1055.2,,0.501,,,,,
603,1,644.9,,0.499,,,,,
604,1,453.2,,0.498,,,,,
605,1,392.8,,0.498,,,,,
606,1,286.4,,0.497,,,,,
607,1,332.5,,0.497,,,,,
608,1,468.0,,0.496,,,,,
609,1,334.6,,0.494,,,,,
610,1,381.1,,0.486,,,,,
611,1,433.7,,0.482,,,,,
612,1,245.4,,0.481,,,,,
613,1,588.0,,0.477,,,,,
614,1,304.4,,0.474,,,,,
615,1,341.8,,0.474,,,,,
616,1,399.3,,0.474,,,,,
617,1,280.2,,0.472,,,,,
618,1,474.9,,0.471,,,,,
619,1,693.4,,0.464,,,,,
620,1,420.7,,0.462,,,,,
621,1,342.8,,0.462,,,,,
622,1,398.3,,0.457,,,,,
623,1,274.6,,0.454,,,,,
624,1,576.7,,0.452,,,,,
625,1,446.5,,0.445,,,,,
626,1,681.5,,0.442,,,,,
627,1,416.3,,0.426,,,,,
628,1,346.0,,0.425,,,,,
629,1,981.8,,0.425,,,,,
630,1,280.2,,0.425,,,,,
631,1,288.7,,0.424,,,,,
632,1,387.8,,0.418,,,,,
633,1,372.9,,0.418,,,,,
634,1,678.8,,0.415,,,,,
635,1,444.2,,0.411,,,,,
636,1,456.1,,0.403,,,,,
637,1,219.6,,0.403,,,,,
638,1,243.7,,0.402,,,,,
639,1,1550.7,,0.398,,,,,
640,1,249.9,,0.394,,,,,
641,1,496.9,,0.392,,,,,
642,1,429.8,,0.388,,,,,
643,1,182.5,,0.379,,,,,
644,1,477.9,,0.376,,,,,
645,1,535.8,,0.364,,,,,
646,1,804.3,,0.362,,,,,
647,1,310.7,,0.35,,,,,
648,1,465.5,,0.35,,,,,
649,1,720.6,,0.337,,,,,
650,1,246.0,,0.326,,,,,
651,1,301.2,,0.325,,,,,
652,1,537.8,,0.322,,,,,
653,1,373.5,,0.321,,,,,
654,1,2315.5,,0.319,,,,,
655,1,300.5,,0.315,,,,,
656,1,326.9,,0.315,,,,,
657,1,315.3,,0.315,,,,,
658,1,327.5,,0.314,,,,,
659,1,960.6,,0.314,,,,,
660,1,293.8,,0.311,,,,,
661,1,718.6,,0.308,,,,,
662,1,1557.6,,0.306,,,,,
663,1,577.1,,0.304,,,,,
664,1,1077.7,,0.3,,,,,
665,1,594.2,,0.297,,,,,
666,1,176.4,,0.291,,,,,
667,1,1220.8,,0.279,,,,,
668,1,470.2,,0.267,,,,,
669,1,842.0,,0.266,,,,,
670,1,158.9,,0.264,,,,,
671,1,988.7,,0.263,,,,,
672,1,162.9,,0.257,,,,,
673,1,545.1,,0.256,,,,,
674,1,1916.5,,0.255,,,,,
675,2,743.6,,0.689,,,,,
676,2,978.2,,0.686,,,,,
677,2,753.7,,0.685,,,,,
678,2,735.5,,0.685,,,,,
679,2,849.4,,0.676,,,,,
680,2,1093.3,,0.675,,,,,
681,2,836.7,,0.675,,,,,
682,2,607.8,,0.673,,,,,
683,2,728.1,,0.671,,,,,
684,2,687.7,,0.671,,,,,
685,2,1062.5,,0.671,,,,,
686,2,1248.7,,0.668,,,,,
687,2,706.4,,0.667,,,,,
688,2,721.7,,0.666,,,,,
689,2,567.4,,0.665,,,,,
690,2,1072.8,,0.665,,,,,
691,2,1019.5,,0.664,,,,,
692,2,1166.3,,0.663,,,,,
693,2,475.2,,0.663,,,,,
694,2,652.1,,0.663,,,,,
695,2,822.4,,0.662,,,,,
696,2,913.3,,0.662,,,,,
697,2,625.5,,0.662,,,,,
698,2,930.3,,0.661,,,,,
699,2,501.2,,0.66,,,,,
700,2,521.1,,0.66,,,,,
701,2,490.6,,0.659,,,,,
702,2,460.4,,0.658,,,,,
703,2,825.6,,0.658,,,,,
704,2,706.5,,0.657,,,,,
705,2,841.6,,0.656,,,,,
706,2,689.2,,0.655,,,,,
707,2,527.1,,0.655,,,,,
708,2,721.0,,0.654,,,,,
709,2,729.7,,0.653,,,,,
710,2,575.2,,0.653,,,,,
711,2,683.3,,0.651,,,,,
712,2,680.7,,0.651,,,,,
713,2,662.5,,0.65,,,,,
714,2,404.8,,0.65,,,,,
715,2,615.7,,0.65,,,,,
716,2,950.5,,0.648,,,,,
717,2,645.5,,0.648,,,,,
718,2,710.1,,0.647,,,,,
719,2,719.6,,0.647,,,,,
720,2,648.8,,0.647,,,,,
721,2,440.3,,0.647,,,,,
722,2,495.2,,0.647,,,,,
723,2,617.7,,0.647,,,,,
724,2,509.7,,0.646,,,,,
725,2,623.4,,0.644,,,,,
726,2,502.1,,0.644,,,,,
727,2,582.1,,0.644,,,,,
728,2,577.9,,0.644,,,,,
729,2,721.9,,0.643,,,,,
730,2,729.3,,0.642,,,,,
731,2,799.6,,0.642,,,,,
732,2,443.7,,0.642,,,,,
733,2,733.2,,0.641,,,,,
734,2,573.3,,0.64,,,,,
735,2,843.3,,0.64,,,,,
736,2,941.7,,0.639,,,,,
737,2,652.8,,0.639,,,,,
738,2,640.9,,0.639,,,,,
739,2,473.6,,0.638,,,,,
740,2,730.0,,0.638,,,,,
741,2,411.0,,0.638,,,,,
742,2,1102.2,,0.638,,,,,
743,2,526.8,,0.638,,,,,
744,2,574.5,,0.638,,,,,
745,2,694.1,,0.638,,,,,
746,2,762.4,,0.637,,,,,
747,2,458.1,,0.637,,,,,
748,2,522.6,,0.637,,,,,
749,2,479.1,,0.636,,,,,
750,2,839.4,,0.636,,,,,
751,2,783.0,,0.636,,,,,
752,2,483.5,,0.636,,,,,
753,2,2082.2,,0.636,,,,,
754,2,524.2,,0.636,,,,,
755,2,620.4,,0.635,,,,,
756,2,661.8,,0.634,,,,,
757,2,660.8,,0.634,,,,,
