,Image ID,Cross section [nm^2],Mean per image,Confidence score,Average [nm^2],Standard Deviation [nm^2],Number Counted,Standard Error of Mean [nm^2],Number Density [nm^-2]
370,24,10.0,,0.843,,,,,
371,24,7.8,,0.829,,,,,
372,24,10.9,,0.818,,,,,
373,24,5.4,,0.758,,,,,
374,24,19.5,,0.72,,,,,
375,24,5.9,,0.711,,,,,
376,24,5.5,,0.705,,,,,
377,24,4.9,,0.703,,,,,
378,24,5.8,,0.685,,,,,
379,24,8.6,,0.681,,,,,
380,24,6.8,,0.672,,,,,
381,24,7.5,,0.669,,,,,
382,24,6.5,,0.661,,,,,
383,24,9.2,,0.611,,,,,
384,24,3.4,,0.603,,,,,
385,25,9.2,,0.86,,,,,
386,25,10.1,,0.856,,,,,
387,25,13.2,,0.854,,,,,
388,25,6.6,,0.831,,,,,
389,25,13.7,,0.82,,,,,
390,25,10.9,,0.811,,,,,
391,25,2.8,,0.807,,,,,
392,25,12.7,,0.8,,,,,
393,25,6.5,,0.79,,,,,
394,25,6.0,,0.774,,,,,
395,25,5.2,,0.757,,,,,
396,25,4.8,,0.741,,,,,
397,25,5.0,,0.732,,,,,
398,25,5.1,,0.726,,,,,
399,25,7.0,,0.719,,,,,
400,25,8.6,,0.678,,,,,
401,25,7.5,,0.677,,,,,
402,25,3.4,,0.673,,,,,
403,25,7.0,,0.671,,,,,
404,25,12.3,,0.669,,,,,
405,25,3.4,,0.668,,,,,
406,26,13.4,,0.857,,,,,
407,26,12.7,,0.856,,,,,
408,26,10.3,,0.831,,,,,
409,26,12.0,,0.827,,,,,
410,26,7.8,,0.82,,,,,
411,26,1.8,,0.819,,,,,
412,26,16.6,,0.819,,,,,
413,26,2.6,,0.811,,,,,
414,26,16.0,,0.8,,,,,
415,26,10.6,,0.798,,,,,
416,26,4.3,,0.779,,,,,
417,26,21.2,,0.701,,,,,
418,26,4.1,,0.673,,,,,
419,26,11.5,,0.67,,,,,
420,26,4.5,,0.647,,,,,
421,26,10.9,,0.642,,,,,
422,26,3.7,,0.605,,,,,
423,27,8.7,,0.815,,,,,
424,27,9.3,,0.806,,,,,
425,27,9.4,,0.794,,,,,
426,27,11.7,,0.79,,,,,
427,27,5.2,,0.787,,,,,
428,27,7.6,,0.784,,,,,
429,27,11.2,,0.779,,,,,
430,27,6.4,,0.738,,,,,
431,27,10.5,,0.722,,,,,
432,27,12.2,,0.714,,,,,
433,27,3.9,,0.694,,,,,
434,27,10.3,,0.682,,,,,
435,27,4.3,,0.672,,,,,
436,27,10.7,,0.666,,,,,
437,27,5.6,,0.643,,,,,
438,27,3.2,,0.635,,,,,
439,27,8.9,,0.627,,,,,
440,27,5.9,,0.616,,,,,
441,27,6.1,,0.613,,,,,
442,28,12.5,,0.852,,,,,
443,28,6.6,,0.842,,,,,
444,28,12.0,,0.825,,,,,
445,28,11.3,,0.813,,,,,
446,28,10.7,,0.786,,,,,
447,28,7.9,,0.778,,,,,
448,28,11.0,,0.746,,,,,
449,28,2.6,,0.729,,,,,
450,28,8.2,,0.705,,,,,
451,28,10.1,,0.696,,,,,
452,28,8.9,,0.696,,,,,
453,28,7.9,,0.682,,,,,
454,29,8.6,,0.84,,,,,
455,29,7.7,,0.836,,,,,
456,29,7.4,,0.833,,,,,
457,29,7.4,,0.822,,,,,
458,29,8.5,,0.817,,,,,
459,29,2.7,,0.8,,,,,
460,29,9.4,,0.8,,,,,
461,29,5.3,,0.792,,,,,
462,29,7.2,,0.769,,,,,
463,29,5.2,,0.758,,,,,
464,29,3.7,,0.693,,,,,
465,29,5.2,,0.683,,,,,
466,29,4.8,,0.645,,,,,
467,29,9.6,,0.625,,,,,
468,30,6.9,,0.86,,,,,
469,30,7.7,,0.859,,,,,
470,30,7.6,,0.857,,,,,
471,30,7.3,,0.856,,,,,
472,30,6.0,,0.837,,,,,
473,30,5.8,,0.832,,,,,
474,30,5.6,,0.824,,,,,
475,30,6.1,,0.821,,,,,
476,30,4.7,,0.817,,,,,
477,30,6.5,,0.815,,,,,
478,30,6.5,,0.808,,,,,
479,30,4.9,,0.803,,,,,
480,30,5.4,,0.761,,,,,
481,30,6.2,,0.735,,,,,
482,30,3.8,,0.71,,,,,
483,30,3.6,,0.69,,,,,
484,30,17.6,,0.688,,,,,
485,30,3.8,,0.681,,,,,
486,30,3.8,,0.667,,,,,
487,31,5.3,,0.865,,,,,
488,31,5.4,,0.863,,,,,
489,31,10.7,,0.859,,,,,
490,31,6.3,,0.854,,,,,
491,31,7.9,,0.852,,,,,
492,31,4.8,,0.846,,,,,
493,31,6.6,,0.842,,,,,
494,31,6.4,,0.839,,,,,
495,31,5.8,,0.829,,,,,
496,31,5.7,,0.825,,,,,
497,31,5.3,,0.822,,,,,
498,31,8.1,,0.818,,,,,
499,31,4.7,,0.802,,,,,
500,31,4.1,,0.785,,,,,
501,31,3.2,,0.76,,,,,
502,31,2.9,,0.746,,,,,
503,31,7.5,,0.667,,,,,
504,31,3.9,,0.653,,,,,
505,31,4.7,,0.643,,,,,
506,31,2.7,,0.625,,,,,
507,32,7.2,,0.843,,,,,
508,32,6.4,,0.841,,,,,
509,32,7.8,,0.831,,,,,
510,32,8.9,,0.83,,,,,
511,32,5.6,,0.822,,,,,
512,32,5.6,,0.811,,,,,
513,32,6.7,,0.805,,,,,
514,32,9.4,,0.804,,,,,
515,32,6.6,,0.803,,,,,
516,32,5.2,,0.783,,,,,
517,32,5.1,,0.774,,,,,
518,32,4.5,,0.771,,,,,
519,32,4.2,,0.77,,,,,
520,32,5.0,,0.754,,,,,
521,32,5.6,,0.675,,,,,
522,32,6.8,,0.615,,,,,
523,33,7.3,,0.866,,,,,
524,33,7.9,,0.851,,,,,
525,33,8.8,,0.847,,,,,
526,33,7.3,,0.835,,,,,
527,33,5.3,,0.83,,,,,
528,33,5.9,,0.819,,,,,
529,33,5.0,,0.818,,,,,
530,33,7.3,,0.806,,,,,
531,33,6.4,,0.805,,,,,
532,33,3.4,,0.774,,,,,
533,33,4.3,,0.771,,,,,
534,33,9.5,,0.741,,,,,
535,34,9.5,,0.862,,,,,
536,34,7.4,,0.853,,,,,
537,34,8.9,,0.834,,,,,
538,34,6.1,,0.833,,,,,
539,34,8.4,,0.828,,,,,
540,34,7.9,,0.812,,,,,
541,34,6.8,,0.811,,,,,
542,34,6.2,,0.796,,,,,
543,34,7.0,,0.78,,,,,
544,34,4.8,,0.76,,,,,
545,34,5.7,,0.759,,,,,
546,34,6.6,,0.729,,,,,
547,34,3.6,,0.724,,,,,
548,34,6.7,,0.712,,,,,
549,34,3.9,,0.707,,,,,
550,35,10.2,,0.86,,,,,
551,35,13.3,,0.859,,,,,
552,35,5.3,,0.842,,,,,
553,35,5.5,,0.826,,,,,
554,35,11.8,,0.809,,,,,
555,35,5.0,,0.805,,,,,
556,35,4.5,,0.798,,,,,
557,35,4.0,,0.797,,,,,
558,35,3.2,,0.786,,,,,
559,35,5.7,,0.743,,,,,
560,35,2.5,,0.691,,,,,
561,36,5.8,,0.842,,,,,
562,36,6.7,,0.817,,,,,
563,36,5.9,,0.813,,,,,
564,36,4.2,,0.796,,,,,
565,36,6.6,,0.756,,,,,
566,36,11.4,,0.743,,,,,
567,36,5.4,,0.691,,,,,
568,36,3.9,,0.691,,,,,
569,36,5.4,,0.659,,,,,
570,36,4.8,,0.658,,,,,
571,36,6.6,,0.625,,,,,
572,36,4.2,,0.61,,,,,
573,37,9.8,,0.858,,,,,
574,37,9.1,,0.856,,,,,
575,37,9.3,,0.842,,,,,
576,37,4.1,,0.838,,,,,
577,37,4.2,,0.819,,,,,
578,37,7.2,,0.81,,,,,
579,37,3.7,,0.806,,,,,
580,37,7.4,,0.804,,,,,
581,37,4.5,,0.803,,,,,
582,37,4.5,,0.797,,,,,
583,37,9.0,,0.785,,,,,
584,37,5.6,,0.784,,,,,
585,37,6.4,,0.775,,,,,
586,37,2.4,,0.767,,,,,
587,37,4.9,,0.76,,,,,
588,37,5.0,,0.757,,,,,
589,37,4.7,,0.757,,,,,
590,37,7.6,,0.742,,,,,
591,37,3.1,,0.737,,,,,
592,37,5.5,,0.71,,,,,
593,37,3.0,,0.683,,,,,
594,38,6.5,,0.847,,,,,
595,38,6.9,,0.844,,,,,
596,38,10.5,,0.829,,,,,
597,38,10.3,,0.817,,,,,
598,38,5.9,,0.812,,,,,
599,38,5.4,,0.806,,,,,
600,38,5.5,,0.788,,,,,
601,38,6.1,,0.781,,,,,
602,38,1.9,,0.768,,,,,
603,38,6.8,,0.752,,,,,
604,38,9.2,,0.75,,,,,
605,38,10.9,,0.732,,,,,
606,38,6.8,,0.708,,,,,
607,38,2.7,,0.697,,,,,
608,38,3.5,,0.678,,,,,
609,38,4.9,,0.671,,,,,
610,38,6.5,,0.633,,,,,
611,38,7.9,,0.624,,,,,
612,38,5.5,,0.618,,,,,
613,38,4.5,,0.601,,,,,
